,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
225,neos-4322846-ryton.mps.gz,0.419848364,0.419848364,11,0.4198483640000001,0.419848364,1386.064661,0.419848364,0.0,110038,1514,0,664,139.948188,301.530438,380.741694,2,1,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0.419848364,11,0.4198483640000001,0.419848364,1209.129548,0.419848364,0.0,110038,1514,0,664,155.706326,282.218842,358.188833,16,1,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0.419848364,11,0.4198483640000001,0.419848364,1389.707171,0.419848364,0.0,110038,1514,0,664,139.978378,301.257706,381.487494,4,1,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0.419848364,11,0.4198483640000001,0.419848364,1398.623721,0.419848364,0.0,110038,1514,0,664,146.753394,293.773322,393.138432,8,1,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,-14641039.820008025,30,-14621170.0,-14610731.0,175.966819,-14610731.0,0.0,130304,3632,0,91755,0.065632,0.0926049999999999,23.32102,16,1,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,-14641039.820008025,30,-14621170.0,-14610731.0,128.955821,-14610731.0,0.0,130304,3632,0,91755,0.045377,0.0618089999999999,15.448968,4,1,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,-14641039.820008025,30,-14621170.0,-14610731.0,188.393103,-14610731.0,0.0,130304,3632,0,91755,0.06379,0.0887439999999999,23.508058,2,1,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,-14641039.820008025,30,-14621170.0,-14610731.0,128.223007,-14610731.0,0.0,130304,3632,0,91755,0.0442129999999999,0.0609189999999999,15.306996,32,1,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,-14641039.820008025,30,-14621170.0,-14610731.0,128.955865,-14610731.0,0.0,130304,3632,0,91755,0.045377,0.061806,15.448372,8,1,optimal,DONE
227,neos-4338804-snowy.mps.gz,1447.0,1447.0,14,1447.0,1470.9999999999786,9552.62995,1470.9999999999786,0.0,12859847,4966551,0,4344551,0.1178279999999999,0.1960019999999999,9.598759,4,1,optimal,DONE
227,neos-4338804-snowy.mps.gz,1447.0,1447.0,14,1447.0,1470.9999999999786,7721.072556,1470.9999999999786,0.0,12859847,4966551,0,4344551,0.1113769999999999,0.183908,8.866111,8,1,optimal,DONE
227,neos-4338804-snowy.mps.gz,1447.0,1447.0,14,1447.0,1470.9999999999786,8688.01593,1470.9999999999786,0.0,12859847,4966551,0,4344551,0.1179679999999999,0.1963029999999999,9.495689,32,1,optimal,DONE
227,neos-4338804-snowy.mps.gz,1447.0,1447.0,14,1447.0,1470.9999999999786,7725.382835,1470.9999999999786,0.0,12859847,4966551,0,4344551,0.111263,0.183922,8.866085,16,1,optimal,DONE
227,neos-4338804-snowy.mps.gz,1447.0,1447.0,14,1447.0,1470.9999999999786,7751.769584,1470.9999999999786,0.0,12859847,4966551,0,4344551,0.122066,0.206336,8.905086,2,1,optimal,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0.6784198040887648,106,20.717561112183425,19.750465914031626,18000.006384,1e+20,1e+20,66451,11602,0,1,21.57381,1538.049904,17953.15465,4,1,timelimit,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0.6784198040887648,106,20.717561112183425,19.750465914031626,18000.041568,1e+20,1e+20,66366,11555,0,1,21.654359,1544.907255,18000.04153,2,1,timelimit,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0.6784198040887648,117,21.65014152993783,20.74516194496715,18000.004798,1e+20,1e+20,67792,12511,0,1,19.456521,1440.75752,17980.391687,8,1,timelimit,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0.6784198040887648,107,20.72009382655764,19.750465914031626,18000.010325,1e+20,1e+20,66504,11639,0,1,19.13716,1593.217284,17802.998011,32,1,timelimit,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0.6784198040887648,117,21.65014152993783,20.74516194496715,18000.003695,1e+20,1e+20,67792,12511,0,1,21.052072,1475.394553,17958.861688,16,1,timelimit,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558,0.002282218612156,111,0.0054514224804433,0.0054554081999999,695.64058,0.0054554081999999,0.0,189500,16,0,1,82.301053,671.058636,695.640506,32,1,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558,0.002282218612156,111,0.0054514224804433,0.0054554081999999,660.935444,0.0054554081999999,0.0,189500,16,0,1,81.401197,635.813721,660.935369,2,1,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558,0.002282218612156,111,0.0054514224804433,0.0054554081999999,670.835662,0.0054554081999999,0.0,189500,16,0,1,71.991198,645.052848,670.835593,8,1,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558,0.002282218612156,111,0.0054514224804433,0.0054554081999999,686.720215,0.0054554081999999,0.0,189500,16,0,1,83.763809,660.946588,686.72014,16,1,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558,0.002282218612156,111,0.0054514224804433,0.0054554081999999,645.072384,0.0054554081999999,0.0,189500,16,0,1,80.902586,620.666525,645.072322,4,1,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,43.47465101,34,44.33555868223928,45.37016702,355.272465,45.37016702,0.0,219146,668,0,63,75.31427,283.491196,338.408798,2,1,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,43.47465101,34,44.33555868223928,45.37016702,389.958604,45.37016702,0.0,219146,668,0,63,85.879509,304.405307,369.250098,8,1,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,43.47465101,34,44.33555868223928,45.37016702,390.736005,45.37016702,0.0,219146,668,0,63,86.326075,305.141018,369.820641,32,1,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,43.47465101,34,44.33555868223928,45.37016702,377.656332,45.37016702,0.0,219146,668,0,63,81.585277,296.090284,356.585886,4,1,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,43.47465101,34,44.33555868223928,45.37016702,385.699078,45.37016702,0.0,219146,668,0,63,80.29645,300.608184,364.56163,16,1,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,5334.6729772839335,69,14160.603214522976,25009.66336627653,1450.431774,25009.66336627653,0.0,170555,1911,0,1048,80.536809,121.357964,1213.186491,4,1,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,5334.6729772839335,69,14160.603214522976,25009.66336627653,1506.690873,25009.66336627653,0.0,170555,1911,0,1048,83.153261,124.391269,1263.52082,8,1,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,5334.6729772839335,69,14160.603214522976,25009.66336627653,1476.677989,25009.66336627653,0.0,170555,1911,0,1048,78.471303,118.999931,1235.556704,2,1,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,5334.6729772839335,69,14160.603214522976,25009.66336627653,1568.755376,25009.66336627653,0.0,170555,1911,0,1048,90.91018,134.941024,1315.980138,16,1,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,5334.6729772839335,69,14160.603214522976,25009.66336627653,1569.641275,25009.66336627653,0.0,170555,1911,0,1048,92.12555,136.741503,1317.25672,32,1,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000018,3971.2905621205537,74,5090.095221257422,8609.198019801981,1527.418166,8609.198019801981,0.0,158039,980,0,3221,155.512417,188.35952,893.046036,16,1,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000018,3971.2905621205537,74,5090.095221257422,8609.198019801981,1615.391783,8609.198019801981,0.0,158039,980,0,3221,184.1175,223.477842,929.310256,2,1,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000018,3971.2905621205537,74,5090.095221257422,8609.198019801981,1614.271745,8609.198019801981,0.0,158039,980,0,3221,183.804442,222.934531,929.047916,4,1,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000018,3971.2905621205537,74,5090.095221257422,8609.198019801981,1527.726672,8609.198019801981,0.0,158039,980,0,3221,156.70015,189.559863,893.023539,8,1,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000018,3971.2905621205537,74,5090.095221257422,8609.198019801981,1519.455685,8609.198019801981,0.0,158039,980,0,3221,138.27562,167.555319,871.684746,32,1,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,277028267.3783375,44,282521101.6237254,283627956.59528,3955.595749,283627956.59528,0.0,605620,39759,0,278355,0.1441859999999999,0.5854039999999999,82.364427,32,1,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,277028267.3783375,44,282521101.6237254,283627956.59528,3488.824402,283627956.59528,0.0,605620,39759,0,278355,0.153774,0.60566,83.36417,2,1,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,277028267.3783375,44,282521101.6237254,283627956.59528,3947.119122,283627956.59528,0.0,605620,39759,0,278355,0.1441859999999999,0.5853889999999999,82.290607,16,1,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,277028267.3783375,44,282521101.6237254,283627956.59528,3659.364371,283627956.59528,0.0,605620,39759,0,278355,0.16705,0.654915,88.105127,4,1,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,277028267.3783375,44,282521101.6237254,283627956.59528,3749.004589,283627956.59528,0.0,605620,39759,0,278355,0.164924,0.648023,89.405481,8,1,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0.0,0,0.0,0.0,87.095672,0.0,0.0,0,0,0,1,87.093583,0.0,0.0,16,1,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0.0,0,0.0,0.0,79.851326,0.0,0.0,0,0,0,1,79.849433,0.0,0.0,8,1,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0.0,0,0.0,0.0,79.833802,0.0,0.0,0,0,0,1,79.831874,0.0,0.0,4,1,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0.0,0,0.0,0.0,84.313767,0.0,0.0,0,0,0,1,84.311309,0.0,0.0,32,1,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0.0,0,0.0,0.0,79.489954,0.0,0.0,0,0,0,1,79.487341,0.0,0.0,2,1,optimal,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684869,1926.473086513144,97,2031.810157765103,10159.087202096936,18000.203007,10159.087202096936,4.000017921591386,108425,155,0,1,17.33092,124.616943,18000.084819,32,1,timelimit,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684869,1926.473086513144,97,2031.810157765103,10159.087202096936,18000.169045,10159.087202096936,4.000017921591386,108425,155,0,1,15.644008,82.013698,18000.104903,4,1,timelimit,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684869,1926.473086513144,97,2031.810157765103,10159.087202096936,18000.127733,10159.087202096936,4.000017921591386,108425,155,0,1,16.554632,122.538095,18000.08193,16,1,timelimit,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684869,1926.473086513144,97,2031.810157765103,10159.087202096936,18000.102461,10159.087202096936,4.000017921591386,108425,155,0,1,15.642887,86.043097,18000.100927,2,1,timelimit,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684869,1926.473086513144,97,2031.810157765103,10159.087202096936,18000.121197,10159.087202096936,4.000017921591386,108425,155,0,1,17.016006,120.293779,18000.082109,8,1,timelimit,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,1896.0514736151488,42,2426.540307772879,3009.9999999999995,574.283081,3009.9999999999995,0.0,95150,4359,0,14721,16.604462,20.526997,45.785288,8,1,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,1896.0514736151488,42,2426.540307772879,3009.9999999999995,597.909011,3009.9999999999995,0.0,95150,4359,0,14721,22.807435,26.801706,51.945758,4,1,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,1896.0514736151488,42,2426.540307772879,3009.9999999999995,575.885069,3009.9999999999995,0.0,95150,4359,0,14721,18.207203,22.062324,46.488746,2,1,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,1896.0514736151488,42,2426.540307772879,3009.9999999999995,593.716532,3009.9999999999995,0.0,95150,4359,0,14721,23.520732,27.665982,52.302933,16,1,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,1896.0514736151488,42,2426.540307772879,3009.9999999999995,634.399717,3009.9999999999995,0.0,95150,4359,0,14721,24.018113,27.826285,52.624105,32,1,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,479.1641450682717,37,486.80359200458565,492.5144492879455,40.83015,492.5144492879455,0.0,26193,918,0,1347,0.235815,0.4678569999999999,27.958048,32,1,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,479.1641450682717,37,486.80359200458565,492.5144492879455,42.833971,492.5144492879455,0.0,26193,918,0,1347,0.255421,0.4878559999999999,28.800933,4,1,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,479.1641450682717,37,486.80359200458565,492.5144492879455,40.830177,492.5144492879455,0.0,26193,918,0,1347,0.235815,0.4678549999999999,27.958246,16,1,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,479.1641450682717,37,486.80359200458565,492.5144492879455,42.600687,492.5144492879455,0.0,26193,918,0,1347,0.2408469999999999,0.474435,29.261008,8,1,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,479.1641450682717,37,486.80359200458565,492.5144492879455,25.282321,492.5144492879455,0.0,26193,918,0,1347,0.163995,0.3307009999999999,17.267868,2,1,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.5934324885448,448.5530227210002,42,499.2227923443151,556.0,11311.434439,556.0,0.0,336266,6693,0,2560,39.983257,183.391349,6116.755123,8,1,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.5934324885448,448.5530227210002,42,499.2227923443151,556.0,9644.989431,556.0,0.0,336266,6693,0,2560,37.524396,191.583661,5746.628847,2,1,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.5934324885448,448.5530227210002,42,499.2227923443151,556.0,9641.879265,556.0,0.0,336266,6693,0,2560,37.606802,192.804334,5747.132853,4,1,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.5934324885448,448.5530227210002,42,499.2227923443151,556.0,11324.232111,556.0,0.0,336266,6693,0,2560,40.060735,184.593333,6125.798275,32,1,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.5934324885448,448.5530227210002,42,499.2227923443151,556.0,11359.250692,556.0,0.0,336266,6693,0,2560,40.100975,185.385131,6151.563682,16,1,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0.0,0,0.0,0.0,3.589718,0.0,0.0,8391,0,0,1,3.326495,0.0,0.0,4,1,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0.0,0,0.0,0.0,3.959981,0.0,0.0,8391,0,0,1,3.670831,0.0,0.0,2,1,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0.0,0,0.0,0.0,4.680959,0.0,0.0,8391,0,0,1,4.357639,0.0,0.0,32,1,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0.0,0,0.0,0.0,3.588916,0.0,0.0,8391,0,0,1,3.321665,0.0,0.0,8,1,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0.0,0,0.0,0.0,3.614009,0.0,0.0,8391,0,0,1,3.351951,0.0,0.0,16,1,optimal,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,427.9256595479411,36,439.5412591924687,454.0,18000.014937,454.0,0.0159994086579078,228787,893,0,51,60.932184,3078.413317,5733.4213,16,1,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,427.9256595479411,36,439.5412591924687,454.0,18000.024047,454.0,0.0203327694662974,228787,893,0,38,55.564857,2942.494962,5992.198983,2,1,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,427.9256595479411,36,439.5412591924687,454.0,18000.029876,454.0,0.0203327694662974,228787,893,0,38,55.725984,2945.361433,5996.527849,8,1,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,427.9256595479411,36,439.5412591924687,454.0,18000.038201,454.0,0.0159994086579078,228787,893,0,44,72.868825,3580.486708,6473.575817,32,1,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,427.9256595479411,36,439.5412591924687,454.0,18000.018454,454.0,0.0203327694662974,228787,893,0,38,55.88098,2936.213822,5986.692858,4,1,timelimit,DONE
241,neos-4984115-canche.mps.gz,-108144379.3332972,-9946708.677880604,2,-9946708.677880606,-9946659.920632808,19.100269,-9946659.920632808,0.0,6547,2,0,1,18.158742,18.294478,19.10023,32,1,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.3332972,-9946708.677880604,2,-9946708.677880606,-9946659.920632808,29.250389,-9946659.920632808,0.0,6547,2,0,1,27.590026,27.857351,29.250338,8,1,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.3332972,-9946708.677880604,2,-9946708.677880606,-9946659.920632808,26.015195,-9946659.920632808,0.0,6547,2,0,1,24.656123,24.861734,26.015139,16,1,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.3332972,-9946708.677880604,2,-9946708.677880606,-9946659.920632808,29.200448,-9946659.920632808,0.0,6547,2,0,1,27.514299,27.781965,29.200381,4,1,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.3332972,-9946708.677880604,2,-9946708.677880606,-9946659.920632808,28.114503,-9946659.920632808,0.0,6547,2,0,1,26.534658,26.793545,28.114453,2,1,optimal,DONE
242,neos-498623.mps.gz,-6623.5999999999285,16.000000000000018,29,16.60000000000002,16.60000000000002,29.682937,16.60000000000002,0.0,3213,179,0,13,1.170317,3.90026,26.018759,32,1,optimal,DONE
242,neos-498623.mps.gz,-6623.5999999999285,16.000000000000018,29,16.60000000000002,16.60000000000002,31.313053,16.60000000000002,0.0,3213,179,0,13,1.335863,4.290731,27.253466,8,1,optimal,DONE
242,neos-498623.mps.gz,-6623.5999999999285,16.000000000000018,29,16.60000000000002,16.60000000000002,30.044626,16.60000000000002,0.0,3213,179,0,13,1.063453,3.847198,26.163609,16,1,optimal,DONE
242,neos-498623.mps.gz,-6623.5999999999285,16.000000000000018,29,16.60000000000002,16.60000000000002,31.278687,16.60000000000002,0.0,3213,179,0,13,1.327984,4.272838,27.21239,4,1,optimal,DONE
242,neos-498623.mps.gz,-6623.5999999999285,16.000000000000018,29,16.60000000000002,16.60000000000002,31.514312,16.60000000000002,0.0,3213,179,0,13,1.236801,4.179444,27.639787,2,1,optimal,DONE
243,neos-5013590-toitoi.mps.gz,1064.447092007282,1074.0583228428486,82,1114.680288515838,8783.679746780612,18000.005608,8783.679746780612,6.87999916861884,56290,140,0,1,2.796102,123.663102,17522.907252,8,1,timelimit,DONE
243,neos-5013590-toitoi.mps.gz,1064.447092007282,1074.0583228428486,83,1114.8090754053546,8783.679746780612,18000.004097,8783.679746780612,6.879088841815166,56290,141,0,1,3.08131,124.289224,17947.876711,32,1,timelimit,DONE
243,neos-5013590-toitoi.mps.gz,1064.447092007282,1074.0583228428486,80,1114.4178604484948,8783.679746780612,18000.006754,8783.679746780612,6.8818547858212185,56290,138,0,1,2.740758,112.045602,17884.406989,2,1,timelimit,DONE
243,neos-5013590-toitoi.mps.gz,1064.447092007282,1074.0583228428486,94,1116.0972558084268,8783.679746780612,18000.045286,8783.679746780612,6.869994931954471,56290,152,0,1,2.211552,89.135097,17563.912453,16,1,timelimit,DONE
243,neos-5013590-toitoi.mps.gz,1064.447092007282,1074.0583228428486,80,1114.4178604484948,8783.679746780612,18000.006019,8783.679746780612,6.8818547858212185,56290,138,0,1,2.725359,111.606662,17856.780941,4,1,timelimit,DONE
244,neos-5018451-chiese.mps.gz,-186479476.8660822,-148329314.22913364,18,-148114084.19391802,-147988824.80262047,1191.409441,-147988824.80262047,0.0,280354,488,0,3511,22.488057,31.873726,65.89836,2,1,optimal,DONE
244,neos-5018451-chiese.mps.gz,-186479476.8660822,-148329314.22913364,18,-148114084.19391802,-147988824.80262047,933.511759,-147988824.80262047,0.0,280354,488,0,3511,17.875781,25.268829,54.130398,4,1,optimal,DONE
244,neos-5018451-chiese.mps.gz,-186479476.8660822,-148329314.22913364,18,-148114084.19391802,-147988824.80262047,1343.656218,-147988824.80262047,0.0,280354,488,0,3511,21.373532,30.957939,70.222798,32,1,optimal,DONE
244,neos-5018451-chiese.mps.gz,-186479476.8660822,-148329314.22913364,18,-148114084.19391802,-147988824.80262047,1167.479057,-147988824.80262047,0.0,280354,488,0,3511,21.171466,30.576742,64.612564,8,1,optimal,DONE
244,neos-5018451-chiese.mps.gz,-186479476.8660822,-148329314.22913364,18,-148114084.19391802,-147988824.80262047,1382.61825,-147988824.80262047,0.0,280354,488,0,3511,21.156109,30.642279,69.53138,16,1,optimal,DONE
245,neos-503737.mps.gz,50.000000000000014,50.00000000000004,24,49.99999999999999,50.0,298.995357,50.0,0.0,1527,298,0,2729,0.2468679999999999,1.868144,11.923395,2,1,optimal,DONE
245,neos-503737.mps.gz,50.000000000000014,50.00000000000004,24,49.99999999999999,50.0,297.237114,50.0,0.0,1527,298,0,2729,0.2504369999999999,1.88323,11.999386,4,1,optimal,DONE
245,neos-503737.mps.gz,50.000000000000014,50.00000000000004,24,49.99999999999999,50.0,293.788233,50.0,0.0,1527,298,0,2729,0.241917,1.841981,11.73183,32,1,optimal,DONE
245,neos-503737.mps.gz,50.000000000000014,50.00000000000004,24,49.99999999999999,50.0,294.381198,50.0,0.0,1527,298,0,2729,0.2437629999999999,1.848688,11.819995,8,1,optimal,DONE
245,neos-503737.mps.gz,50.000000000000014,50.00000000000004,24,49.99999999999999,50.0,292.697128,50.0,0.0,1527,298,0,2729,0.241918,1.833057,11.72098,16,1,optimal,DONE
246,neos-5075914-elvire.mps.gz,-8835015.541949868,277.3418879029341,115,278.2810861694161,-6300703.38499051,18000.012326,1e+20,1e+20,2190784,681338,0,1001913,0.625244,2.838659,1101.936964,4,1,timelimit,DONE
246,neos-5075914-elvire.mps.gz,-8835015.541949868,277.3418879029341,115,278.2810861694161,-6522502.841641324,18000.01445,1e+20,1e+20,2304332,716212,0,1065515,0.6476729999999999,2.815259,1058.035792,32,1,timelimit,DONE
246,neos-5075914-elvire.mps.gz,-8835015.541949868,277.3418879029341,115,278.2810861694161,1e+20,18000.014621,1e+20,1e+20,2272781,706953,0,1049388,0.6361049999999999,2.790456,1067.86244,2,1,timelimit,DONE
246,neos-5075914-elvire.mps.gz,-8835015.541949868,277.3418879029341,115,278.2810861694161,-8164940.97988973,18000.015659,1e+20,1e+20,2272420,706840,0,1049027,0.629062,2.789716,1068.008625,8,1,timelimit,DONE
246,neos-5075914-elvire.mps.gz,-8835015.541949868,277.3418879029341,115,278.2810861694161,-7683414.85828391,18000.01418,1e+20,1e+20,2306173,716957,0,1066628,0.635566,2.803924,1056.85213,16,1,timelimit,DONE
247,neos-5079731-flyers.mps.gz,2004.0,2011.307692307692,36,2330.0,2440.000000000001,2394.371235,2440.0000000000005,0.0,544160,17097,0,7457,4.892552,15.783098,657.47826,16,1,optimal,DONE
247,neos-5079731-flyers.mps.gz,2004.0,2011.307692307692,36,2330.0,2440.000000000001,2436.871578,2440.0000000000005,0.0,544160,17097,0,7457,5.108147,15.954329,658.014375,2,1,optimal,DONE
247,neos-5079731-flyers.mps.gz,2004.0,2011.307692307692,36,2330.0,2440.000000000001,2578.596172,2440.0000000000005,0.0,544160,17097,0,7457,6.130631,17.522552,711.208459,4,1,optimal,DONE
247,neos-5079731-flyers.mps.gz,2004.0,2011.307692307692,36,2330.0,2440.000000000001,1850.917183,2440.0000000000005,0.0,544160,17097,0,7457,3.713301,12.212139,502.037693,8,1,optimal,DONE
247,neos-5079731-flyers.mps.gz,2004.0,2011.307692307692,36,2330.0,2440.000000000001,2450.573965,2440.0000000000005,0.0,544160,17097,0,7457,4.90714,15.787051,652.163056,32,1,optimal,DONE
248,neos-5083528-gimone.mps.gz,0.0,0.0,9,0.0,0.0,54.047162,0.0,0.0,647,44,0,4,18.361713,26.538817,46.046923,2,1,optimal,DONE
248,neos-5083528-gimone.mps.gz,0.0,0.0,9,0.0,0.0,50.874749,0.0,0.0,647,44,0,4,17.329667,25.461342,43.228999,8,1,optimal,DONE
248,neos-5083528-gimone.mps.gz,0.0,0.0,9,0.0,0.0,51.350178,0.0,0.0,647,44,0,4,17.241855,25.84596,43.863872,16,1,optimal,DONE
248,neos-5083528-gimone.mps.gz,0.0,0.0,9,0.0,0.0,54.880093,0.0,0.0,647,44,0,4,18.453301,27.601708,47.073333,4,1,optimal,DONE
248,neos-5083528-gimone.mps.gz,0.0,0.0,9,0.0,0.0,55.605126,0.0,0.0,647,44,0,4,18.712467,27.781309,47.158522,32,1,optimal,DONE
249,neos-5093327-huahum.mps.gz,3934.0,3944.575,45,4929.200000000003,6404.000000000001,7375.507991,6404.000000000001,0.0,2191974,98422,0,33313,6.141443,15.256369,851.456924,32,1,optimal,DONE
249,neos-5093327-huahum.mps.gz,3934.0,3944.575,45,4929.200000000003,6404.000000000001,7581.204556,6404.000000000001,0.0,2191974,98422,0,33313,3.889772,11.910354,738.794509,8,1,optimal,DONE
249,neos-5093327-huahum.mps.gz,3934.0,3944.575,45,4929.200000000003,6404.000000000001,8930.330925,6404.000000000001,0.0,2191974,98422,0,33313,5.097127,13.729983,868.121329,2,1,optimal,DONE
249,neos-5093327-huahum.mps.gz,3934.0,3944.575,45,4929.200000000003,6404.000000000001,9095.222063,6404.000000000001,0.0,2191974,98422,0,33313,5.99246,15.09403,901.606602,4,1,optimal,DONE
249,neos-5093327-huahum.mps.gz,3934.0,3944.575,45,4929.200000000003,6404.000000000001,7596.884063,6404.000000000001,0.0,2191974,98422,0,33313,3.809712,11.953695,737.156903,16,1,optimal,DONE
250,neos-5100895-inster.mps.gz,2084.0,2096.412449135273,30,2587.0,3160.000000000024,2399.498245,3160.000000000024,0.0,751129,37358,0,10140,2.700765,9.238748,527.883319,2,1,optimal,DONE
250,neos-5100895-inster.mps.gz,2084.0,2096.412449135273,30,2587.0,3160.000000000024,2506.51791,3160.000000000024,0.0,751129,37358,0,10140,3.470213,10.335053,572.239815,8,1,optimal,DONE
250,neos-5100895-inster.mps.gz,2084.0,2096.412449135273,30,2587.0,3160.000000000024,2428.352094,3160.000000000024,0.0,751129,37358,0,10140,3.025011,9.716321,537.659923,32,1,optimal,DONE
250,neos-5100895-inster.mps.gz,2084.0,2096.412449135273,30,2587.0,3160.000000000024,2505.290976,3160.000000000024,0.0,751129,37358,0,10140,3.43985,10.385384,571.328153,16,1,optimal,DONE
250,neos-5100895-inster.mps.gz,2084.0,2096.412449135273,30,2587.0,3160.000000000024,2426.42252,3160.000000000024,0.0,751129,37358,0,10140,3.018275,9.624828,535.381455,4,1,optimal,DONE
251,neos-5106984-jizera.mps.gz,809.5,810.7,17,820.3333333333334,820.9999999999999,11321.945427,820.9999999999999,0.0,362565,253,0,28,69.134148,1520.902549,5984.905332,32,1,optimal,DONE
251,neos-5106984-jizera.mps.gz,809.5,810.7,17,820.3333333333334,820.9999999999999,11428.425334,820.9999999999999,0.0,362565,253,0,28,63.819501,1512.566957,5973.522629,2,1,optimal,DONE
