,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
114,gus-sch.mps.gz,-3163.0,-1191.3215579710145,29,-1173.6692113030897,-1167.0,7.087958,-1167.0,0.0,1867,201,0,136,0.4060689999999999,0.596784,2.013699,4,1,optimal,DONE
115,h80x6320.mps.gz,3700.0,0.0,0,3700.0,3700.0,2.460867,3700.0,0.0,0,0,0,1,0.0,0.0,0.0,16,1,optimal,DONE SOLVED THROUGH LP RELAXATION
115,h80x6320.mps.gz,3700.0,0.0,0,3700.0,3700.0,2.303294,3700.0,0.0,0,0,0,1,0.0,0.0,0.0,32,1,optimal,DONE SOLVED THROUGH LP RELAXATION
115,h80x6320.mps.gz,3700.0,0.0,0,3700.0,3700.0,2.253795,3700.0,0.0,0,0,0,1,0.0,0.0,0.0,2,1,optimal,DONE SOLVED THROUGH LP RELAXATION
115,h80x6320.mps.gz,3700.0,0.0,0,3700.0,3700.0,2.251986,3700.0,0.0,0,0,0,1,0.0,0.0,0.0,4,1,optimal,DONE SOLVED THROUGH LP RELAXATION
115,h80x6320.mps.gz,3700.0,0.0,0,3700.0,3700.0,2.464876,3700.0,0.0,0,0,0,1,0.0,0.0,0.0,8,1,optimal,DONE SOLVED THROUGH LP RELAXATION
116,hypothyroid-k1.mps.gz,-2952.0,-2851.246017024606,2,-2851.0,-2851.0,25.234249,-2851.0,0.0,5280,26,0,1,23.956199,24.993467,25.230206,32,1,optimal,DONE
116,hypothyroid-k1.mps.gz,-2952.0,-2851.246017024606,2,-2851.0,-2851.0,25.069819,-2851.0,0.0,5280,26,0,1,23.860471,24.827497,25.0658,2,1,optimal,DONE
116,hypothyroid-k1.mps.gz,-2952.0,-2851.246017024606,2,-2851.0,-2851.0,25.061703,-2851.0,0.0,5280,26,0,1,23.849235,24.819744,25.057747,4,1,optimal,DONE
116,hypothyroid-k1.mps.gz,-2952.0,-2851.246017024606,2,-2851.0,-2851.0,25.284712,-2851.0,0.0,5280,26,0,1,24.000689,25.0431,25.280273,16,1,optimal,DONE
116,hypothyroid-k1.mps.gz,-2952.0,-2851.246017024606,2,-2851.0,-2851.0,25.445207,-2851.0,0.0,5280,26,0,1,24.129253,25.201563,25.440807,8,1,optimal,DONE
117,ic97_tension.mps.gz,2606.0,3900.6985552513897,40,3935.999999999999,3941.999999999999,25.696194,3941.999999999999,0.0,25621,1607,0,22278,0.04118,0.081456,6.579265,8,1,optimal,DONE
117,ic97_tension.mps.gz,2606.0,3900.6985552513897,40,3935.999999999999,3941.999999999999,24.370717,3941.999999999999,0.0,25621,1607,0,22278,0.050366,0.089571,6.308805,32,1,optimal,DONE
117,ic97_tension.mps.gz,2606.0,3900.6985552513897,40,3935.999999999999,3941.999999999999,25.076278,3941.999999999999,0.0,25621,1607,0,22278,0.0434019999999999,0.083259,6.414787,4,1,optimal,DONE
117,ic97_tension.mps.gz,2606.0,3900.6985552513897,40,3935.999999999999,3941.999999999999,25.075937,3941.999999999999,0.0,25621,1607,0,22278,0.043393,0.083259,6.41467,2,1,optimal,DONE
117,ic97_tension.mps.gz,2606.0,3900.6985552513897,40,3935.999999999999,3941.999999999999,25.696192,3941.999999999999,0.0,25621,1607,0,22278,0.041178,0.0814589999999999,6.571118,16,1,optimal,DONE
118,icir97_tension.mps.gz,6248.0,6311.156643356643,58,6358.921052631578,6375.0,4709.758678,6375.0,0.0,31272868,956611,0,1112767,0.3811839999999999,0.5414479999999999,40.235491,4,1,optimal,DONE
118,icir97_tension.mps.gz,6248.0,6311.156643356643,58,6358.921052631578,6375.0,4713.29837,6375.0,0.0,31272868,956611,0,1112767,0.3790239999999999,0.540847,40.437657,2,1,optimal,DONE
118,icir97_tension.mps.gz,6248.0,6311.156643356643,58,6358.921052631578,6375.0,4729.496624,6375.0,0.0,31272868,956611,0,1112767,0.378455,0.5407449999999999,40.604761,8,1,optimal,DONE
118,icir97_tension.mps.gz,6248.0,6311.156643356643,58,6358.921052631578,6375.0,4731.764569,6375.0,0.0,31272868,956611,0,1112767,0.378629,0.5405949999999999,40.604562,16,1,optimal,DONE
118,icir97_tension.mps.gz,6248.0,6311.156643356643,58,6358.921052631578,6375.0,4702.685434,6375.0,0.0,31272868,956611,0,1112767,0.381717,0.538581,39.576642,32,1,optimal,DONE
119,iis-glass-cov.mps.gz,13.460608514719016,13.509643951207678,30,13.605934350115351,21.0,764.665962,21.0,0.0,148689,4805,0,24361,0.2226129999999999,0.516936,15.73944,4,1,optimal,DONE
119,iis-glass-cov.mps.gz,13.460608514719016,13.509643951207678,30,13.605934350115351,21.0,785.040185,21.0,0.0,148689,4805,0,24361,0.2428159999999999,0.542414,16.00368,8,1,optimal,DONE
119,iis-glass-cov.mps.gz,13.460608514719016,13.509643951207678,30,13.605934350115351,21.0,781.043088,21.0,0.0,148689,4805,0,24361,0.217962,0.512743,15.517856,32,1,optimal,DONE
119,iis-glass-cov.mps.gz,13.460608514719016,13.509643951207678,30,13.605934350115351,21.0,784.861282,21.0,0.0,148689,4805,0,24361,0.242827,0.543002,16.043227,16,1,optimal,DONE
119,iis-glass-cov.mps.gz,13.460608514719016,13.509643951207678,30,13.605934350115351,21.0,833.965569,21.0,0.0,148689,4805,0,24361,0.266685,0.587522,16.685187,2,1,optimal,DONE
120,iis-hc-cov.mps.gz,9.517060774198477,9.582698790593076,36,9.670821501139311,17.0,2925.384111,17.0,0.0,246705,5129,0,69969,0.60664,1.140255,26.417355,32,1,optimal,DONE
120,iis-hc-cov.mps.gz,9.517060774198477,9.582698790593076,36,9.670821501139311,17.0,2828.231215,17.0,0.0,246705,5129,0,69969,0.581306,1.100522,26.080664,16,1,optimal,DONE
120,iis-hc-cov.mps.gz,9.517060774198477,9.582698790593076,36,9.670821501139311,17.0,2689.315492,17.0,0.0,246705,5129,0,69969,0.5590649999999999,1.067552,25.331116,2,1,optimal,DONE
120,iis-hc-cov.mps.gz,9.517060774198477,9.582698790593076,36,9.670821501139311,17.0,2678.160954,17.0,0.0,246705,5129,0,69969,0.553966,1.054617,25.388434,4,1,optimal,DONE
120,iis-hc-cov.mps.gz,9.517060774198477,9.582698790593076,36,9.670821501139311,17.0,2663.021234,17.0,0.0,246705,5129,0,69969,0.562716,1.067075,25.378882,8,1,optimal,DONE
121,irp.mps.gz,-8943293.133276382,12130.876719499996,107,12159.49145975496,12159.492836000096,18.753953,12159.492836000096,0.0,3326,6,0,1,1.870353,6.572149,18.753916,32,1,optimal,DONE
121,irp.mps.gz,-8943293.133276382,12130.876719499996,107,12159.49145975496,12159.492836000096,18.533618,12159.492836000096,0.0,3326,6,0,1,1.81819,6.432641,18.533573,2,1,optimal,DONE
121,irp.mps.gz,-8943293.133276382,12130.876719499996,107,12159.49145975496,12159.492836000096,18.617693,12159.492836000096,0.0,3326,6,0,1,1.808474,6.392008,18.617656,8,1,optimal,DONE
121,irp.mps.gz,-8943293.133276382,12130.876719499996,107,12159.49145975496,12159.492836000096,18.653764,12159.492836000096,0.0,3326,6,0,1,1.811019,6.425571,18.653708,16,1,optimal,DONE
121,irp.mps.gz,-8943293.133276382,12130.876719499996,107,12159.49145975496,12159.492836000096,18.539052,12159.492836000096,0.0,3326,6,0,1,1.822444,6.521815,18.539007,4,1,optimal,DONE
122,istanbul-no-cutoff.mps.gz,-3027.561437976992,73.31205675137448,69,127.56454675829758,204.08174924146232,149.065546,204.08174924146232,0.0,42746,7249,0,301,4.367732,5.509264,40.680509,4,1,optimal,DONE
122,istanbul-no-cutoff.mps.gz,-3027.561437976992,73.31205675137448,69,127.56454675829758,204.08174924146232,149.065547,204.08174924146232,0.0,42746,7249,0,301,4.367731,5.509309,40.726522,8,1,optimal,DONE
122,istanbul-no-cutoff.mps.gz,-3027.561437976992,73.31205675137448,69,127.56454675829758,204.08174924146232,154.15021,204.08174924146232,0.0,42746,7249,0,301,4.216922,5.39836,43.410501,32,1,optimal,DONE
122,istanbul-no-cutoff.mps.gz,-3027.561437976992,73.31205675137448,69,127.56454675829758,204.08174924146232,153.416761,204.08174924146232,0.0,42746,7249,0,301,4.158818,5.305267,43.86853,16,1,optimal,DONE
122,istanbul-no-cutoff.mps.gz,-3027.561437976992,73.31205675137448,69,127.56454675829758,204.08174924146232,145.783075,204.08174924146232,0.0,42746,7249,0,301,4.410634,5.528497,40.675266,2,1,optimal,DONE
123,k1mushroom.mps.gz,-4208.0,-4090.78579194065,28,-3344.6666666666665,-3288.0,2582.814306,-3288.0,0.0,1994797,4,0,1,2123.815493,2134.648394,2582.814265,2,1,optimal,DONE
123,k1mushroom.mps.gz,-4208.0,-4090.78579194065,28,-3344.6666666666665,-3288.0,2469.604348,-3288.0,0.0,1994797,4,0,1,2091.417872,2100.231514,2469.604317,32,1,optimal,DONE
123,k1mushroom.mps.gz,-4208.0,-4090.78579194065,28,-3344.6666666666665,-3288.0,2349.403439,-3288.0,0.0,1994797,4,0,1,1951.800565,1962.187624,2349.403397,8,1,optimal,DONE
123,k1mushroom.mps.gz,-4208.0,-4090.78579194065,28,-3344.6666666666665,-3288.0,2589.732349,-3288.0,0.0,1994797,4,0,1,2134.120567,2144.644774,2589.732313,4,1,optimal,DONE
123,k1mushroom.mps.gz,-4208.0,-4090.78579194065,28,-3344.6666666666665,-3288.0,2462.058578,-3288.0,0.0,1994797,4,0,1,2082.447741,2091.978161,2462.058544,16,1,optimal,DONE
124,khb05250.mps.gz,95919464.0,103554140.2058639,30,106939241.26843596,106940226.0,0.690973,106940226.0,0.0,719,19,0,1,0.037959,0.052896,0.690923,16,1,optimal,DONE
124,khb05250.mps.gz,95919464.0,103554140.2058639,30,106939241.26843596,106940226.0,0.699531,106940226.0,0.0,719,19,0,1,0.0361099999999999,0.051114,0.699477,32,1,optimal,DONE
124,khb05250.mps.gz,95919464.0,103554140.2058639,30,106939241.26843596,106940226.0,0.699315,106940226.0,0.0,719,19,0,1,0.032121,0.046673,0.6992729999999999,2,1,optimal,DONE
124,khb05250.mps.gz,95919464.0,103554140.2058639,30,106939241.26843596,106940226.0,0.664967,106940226.0,0.0,719,19,0,1,0.028874,0.043073,0.6649229999999999,4,1,optimal,DONE
124,khb05250.mps.gz,95919464.0,103554140.2058639,30,106939241.26843596,106940226.0,0.664966,106940226.0,0.0,719,19,0,1,0.028873,0.043071,0.664922,8,1,optimal,DONE
125,l2p12.mps.gz,2.0,2.0,22,3.0,5.0,163.161881,5.0,0.0,46771,3091,0,650,1.908608,4.627281,68.327996,2,1,optimal,DONE
125,l2p12.mps.gz,2.0,2.0,22,3.0,5.0,165.705296,5.0,0.0,46771,3091,0,650,1.965834,4.769693,70.072576,32,1,optimal,DONE
125,l2p12.mps.gz,2.0,2.0,22,3.0,5.0,167.996052,5.0,0.0,46771,3091,0,650,1.942695,4.743614,70.724695,4,1,optimal,DONE
125,l2p12.mps.gz,2.0,2.0,22,3.0,5.0,173.275248,5.0,0.0,46771,3091,0,650,2.117157,5.009633,73.53062,16,1,optimal,DONE
125,l2p12.mps.gz,2.0,2.0,22,3.0,5.0,169.18447,5.0,0.0,46771,3091,0,650,1.970276,4.777693,71.327569,8,1,optimal,DONE
126,lectsched-1.mps.gz,0.0,0.0,22,0.0,0.0,884.468452,0.0,0.0,113590,13281,0,5518,8.403837,11.015746,570.555895,4,1,optimal,DONE
126,lectsched-1.mps.gz,0.0,0.0,22,0.0,0.0,885.182819,0.0,0.0,113590,13281,0,5518,8.43625,11.084886,570.709128,8,1,optimal,DONE
126,lectsched-1.mps.gz,0.0,0.0,22,0.0,0.0,852.088503,0.0,0.0,113590,13281,0,5518,7.82611,10.337515,553.875819,32,1,optimal,DONE
126,lectsched-1.mps.gz,0.0,0.0,22,0.0,0.0,886.720496,0.0,0.0,113590,13281,0,5518,8.372712,10.981859,571.904872,2,1,optimal,DONE
126,lectsched-1.mps.gz,0.0,0.0,22,0.0,0.0,831.12799,0.0,0.0,113590,13281,0,5518,7.70357,10.141103,544.39688,16,1,optimal,DONE
127,lectsched-2.mps.gz,0.0,0.0,11,0.0,0.0,10.668784,0.0,0.0,13334,879,0,15,2.666211,4.407114,7.630912,2,1,optimal,DONE
127,lectsched-2.mps.gz,0.0,0.0,11,0.0,0.0,10.017361,0.0,0.0,13334,879,0,15,2.464101,4.120507,7.156376,4,1,optimal,DONE
127,lectsched-2.mps.gz,0.0,0.0,11,0.0,0.0,10.854956,0.0,0.0,13334,879,0,15,2.764853,4.555785,7.805474999999999,8,1,optimal,DONE
127,lectsched-2.mps.gz,0.0,0.0,11,0.0,0.0,10.966177,0.0,0.0,13334,879,0,15,2.77243,4.57273,7.895716,32,1,optimal,DONE
127,lectsched-2.mps.gz,0.0,0.0,11,0.0,0.0,10.877538,0.0,0.0,13334,879,0,15,2.783497,4.575864,7.82451,16,1,optimal,DONE
128,lectsched-3.mps.gz,0.0,0.0,11,0.0,0.0,350.037787,0.0,0.0,34510,6453,0,1652,5.785774,8.178842,15.068949,2,1,optimal,DONE
128,lectsched-3.mps.gz,0.0,0.0,11,0.0,0.0,371.271736,0.0,0.0,34510,6453,0,1652,6.325713,8.844714,16.203429,32,1,optimal,DONE
128,lectsched-3.mps.gz,0.0,0.0,11,0.0,0.0,398.118565,0.0,0.0,34510,6453,0,1652,6.772104,9.505317,17.316354,4,1,optimal,DONE
128,lectsched-3.mps.gz,0.0,0.0,11,0.0,0.0,368.391816,0.0,0.0,34510,6453,0,1652,6.313706,8.825054,16.182622,16,1,optimal,DONE
128,lectsched-3.mps.gz,0.0,0.0,11,0.0,0.0,349.123075,0.0,0.0,34510,6453,0,1652,5.480168,7.831836,14.706248,8,1,optimal,DONE
129,lectsched-4-obj.mps.gz,3.0,3.0,20,4.0,4.0,6.60136,4.0,0.0,9542,1447,0,5,1.220293,2.028842,5.747012,32,1,optimal,DONE
129,lectsched-4-obj.mps.gz,3.0,3.0,20,4.0,4.0,6.02222,4.0,0.0,9542,1447,0,5,1.072684,1.766525,5.223071,4,1,optimal,DONE
129,lectsched-4-obj.mps.gz,3.0,3.0,20,4.0,4.0,6.549191,4.0,0.0,9542,1447,0,5,1.184399,1.966392,5.690359,2,1,optimal,DONE
129,lectsched-4-obj.mps.gz,3.0,3.0,20,4.0,4.0,6.096331,4.0,0.0,9542,1447,0,5,1.120061,1.826169,5.298779,8,1,optimal,DONE
129,lectsched-4-obj.mps.gz,3.0,3.0,20,4.0,4.0,6.927611,4.0,0.0,9542,1447,0,5,1.277568,2.112641,6.038107,16,1,optimal,DONE
130,loopha13.mps.gz,0.8697966666666661,6.278999999999996,14,6.279000000000001,6.40233,18000.000737,6.40233,0.0109926492842726,10466035,2383215,0,1751647,0.6885979999999999,2.483661,71.52264,2,1,timelimit,DONE
130,loopha13.mps.gz,0.8697966666666661,6.278999999999996,14,6.279000000000001,6.40233,18000.000315,6.40233,0.0067348061954558,18621652,2495412,0,1825531,0.669439,2.365891,69.606711,32,1,timelimit,DONE
130,loopha13.mps.gz,0.8697966666666661,6.278999999999996,14,6.279000000000001,6.40233,18000.000584,6.40233,0.0067348061954558,18670714,2496456,0,1826279,0.669195,2.365647,69.55688,16,1,timelimit,DONE
130,loopha13.mps.gz,0.8697966666666661,6.278999999999996,14,6.279000000000001,6.437493333333334,18000.001181,6.437493333333334,0.0165533214022527,7080442,2312842,0,1703375,0.618281,2.195908,67.38847,8,1,timelimit,DONE
130,loopha13.mps.gz,0.8697966666666661,6.278999999999996,14,6.279000000000001,6.437493333333334,18000.001335,6.437493333333334,0.0165533214022527,7091787,2313309,0,1703650,0.618281,2.191289,67.237582,4,1,timelimit,DONE
131,manna81.mps.gz,-21649.0,-13164.0,1,-13164.0,-13164.0,0.5376449999999999,-13164.0,0.0,6770,272,0,1,0.107684,0.4903389999999999,0.537612,2,1,optimal,DONE
131,manna81.mps.gz,-21649.0,-13164.0,1,-13164.0,-13164.0,0.568159,-13164.0,0.0,6770,272,0,1,0.116852,0.5189969999999999,0.568124,8,1,optimal,DONE
131,manna81.mps.gz,-21649.0,-13164.0,1,-13164.0,-13164.0,0.5535559999999999,-13164.0,0.0,6770,272,0,1,0.1119599999999999,0.506091,0.553526,32,1,optimal,DONE
131,manna81.mps.gz,-21649.0,-13164.0,1,-13164.0,-13164.0,0.597058,-13164.0,0.0,6770,272,0,1,0.11478,0.542607,0.597021,16,1,optimal,DONE
131,manna81.mps.gz,-21649.0,-13164.0,1,-13164.0,-13164.0,0.568199,-13164.0,0.0,6770,272,0,1,0.11588,0.519037,0.568164,4,1,optimal,DONE
132,map06.mps.gz,-1675.0,-403.56486175306793,15,-397.83267304221147,-289.0,1143.396224,-289.0,0.0,33215,775,0,738,4.886323,18.483261,68.209879,2,1,optimal,DONE
132,map06.mps.gz,-1675.0,-403.56486175306793,15,-397.83267304221147,-289.0,1001.861116,-289.0,0.0,33215,775,0,738,3.825444,15.728268,59.761589,8,1,optimal,DONE
132,map06.mps.gz,-1675.0,-403.56486175306793,15,-397.83267304221147,-289.0,1015.542256,-289.0,0.0,33215,775,0,738,4.016261,16.342966,61.555486,4,1,optimal,DONE
132,map06.mps.gz,-1675.0,-403.56486175306793,15,-397.83267304221147,-289.0,1029.031486,-289.0,0.0,33215,775,0,738,4.389911,17.074608,64.146903,16,1,optimal,DONE
132,map06.mps.gz,-1675.0,-403.56486175306793,15,-397.83267304221147,-289.0,1091.589823,-289.0,0.0,33215,775,0,738,4.476633,17.49209,66.02991,32,1,optimal,DONE
133,map10.mps.gz,-1675.0,-598.6340907846084,19,-588.4419739557513,-495.0,1150.379941,-495.0,0.0,60766,610,0,732,4.094832,15.788626,595.740738,4,1,optimal,DONE
133,map10.mps.gz,-1675.0,-598.6340907846084,19,-588.4419739557513,-495.0,1036.450376,-495.0,0.0,60766,610,0,732,3.734611,14.42272,563.023402,2,1,optimal,DONE
133,map10.mps.gz,-1675.0,-598.6340907846084,19,-588.4419739557513,-495.0,1148.352229,-495.0,0.0,60766,610,0,732,4.046879,15.541959,600.047955,16,1,optimal,DONE
133,map10.mps.gz,-1675.0,-598.6340907846084,19,-588.4419739557513,-495.0,1144.148181,-495.0,0.0,60766,610,0,732,4.262801,15.873074,600.371525,8,1,optimal,DONE
133,map10.mps.gz,-1675.0,-598.6340907846084,19,-588.4419739557513,-495.0,1149.789745,-495.0,0.0,60766,610,0,732,4.0493,15.637435,601.273767,32,1,optimal,DONE
134,map14860-20.mps.gz,-1675.0,-993.5724078252888,13,-985.1215569935353,-922.0,179.36878,-922.0,0.0,29029,196,0,199,4.270182,10.695678,37.106035,4,1,optimal,DONE
134,map14860-20.mps.gz,-1675.0,-993.5724078252888,13,-985.1215569935353,-922.0,182.647133,-922.0,0.0,29029,196,0,199,4.198364,10.649764,37.705195,16,1,optimal,DONE
134,map14860-20.mps.gz,-1675.0,-993.5724078252888,13,-985.1215569935353,-922.0,179.729236,-922.0,0.0,29029,196,0,199,4.235584,10.699477,37.130147,2,1,optimal,DONE
134,map14860-20.mps.gz,-1675.0,-993.5724078252888,13,-985.1215569935353,-922.0,181.112738,-922.0,0.0,29029,196,0,199,4.178228,10.634575,37.589445,8,1,optimal,DONE
134,map14860-20.mps.gz,-1675.0,-993.5724078252888,13,-985.1215569935353,-922.0,181.659989,-922.0,0.0,29029,196,0,199,4.226606,10.673274,37.620664,32,1,optimal,DONE
135,map16715-04.mps.gz,-1675.0,-294.3807586277068,17,-288.7084797764785,-111.0,2035.472291,-111.0,0.0,37847,1549,0,1657,3.369365,13.825021,44.917748,16,1,optimal,DONE
135,map16715-04.mps.gz,-1675.0,-294.3807586277068,17,-288.7084797764785,-111.0,2003.737222,-111.0,0.0,37847,1549,0,1657,3.299964,13.43072,43.644806,8,1,optimal,DONE
135,map16715-04.mps.gz,-1675.0,-294.3807586277068,17,-288.7084797764785,-111.0,1977.445635,-111.0,0.0,37847,1549,0,1657,3.829476,12.885701,41.251372,2,1,optimal,DONE
135,map16715-04.mps.gz,-1675.0,-294.3807586277068,17,-288.7084797764785,-111.0,1981.036161,-111.0,0.0,37847,1549,0,1657,3.810079,12.900623,41.26271,4,1,optimal,DONE
135,map16715-04.mps.gz,-1675.0,-294.3807586277068,17,-288.7084797764785,-111.0,1864.632829,-111.0,0.0,37847,1549,0,1657,3.536603,13.44095,42.370433,32,1,optimal,DONE
136,map18.mps.gz,-1675.0,-928.0939090446936,17,-916.8498079038012,-847.0,254.770415,-847.0,0.0,28920,223,0,306,2.93583,8.473745,97.838941,8,1,optimal,DONE
136,map18.mps.gz,-1675.0,-928.0939090446936,17,-916.8498079038012,-847.0,267.59477,-847.0,0.0,28920,223,0,306,3.477733,10.324099,105.120642,32,1,optimal,DONE
136,map18.mps.gz,-1675.0,-928.0939090446936,17,-916.8498079038012,-847.0,266.823,-847.0,0.0,28920,223,0,306,3.507174,10.380787,104.665746,16,1,optimal,DONE
136,map18.mps.gz,-1675.0,-928.0939090446936,17,-916.8498079038012,-847.0,271.013422,-847.0,0.0,28920,223,0,306,3.647188,10.331616,103.721028,4,1,optimal,DONE
136,map18.mps.gz,-1675.0,-928.0939090446936,17,-916.8498079038012,-847.0,270.697417,-847.0,0.0,28920,223,0,306,3.647916,10.348076,103.742502,2,1,optimal,DONE
137,mappingmesh3x3mpeg2i.mps.gz,308.0,308.0,12,308.0,905.0,175.88217,905.0,0.0,11804,1783,0,3368,1.008267,1.881222,4.954408,2,1,optimal,DONE
137,mappingmesh3x3mpeg2i.mps.gz,308.0,308.0,12,308.0,905.0,173.180756,905.0,0.0,11804,1783,0,3368,0.762824,1.5459079999999998,4.491372,4,1,optimal,DONE
137,mappingmesh3x3mpeg2i.mps.gz,308.0,308.0,12,308.0,905.0,179.773544,905.0,0.0,11804,1783,0,3368,1.012843,1.92913,5.195699,32,1,optimal,DONE
137,mappingmesh3x3mpeg2i.mps.gz,308.0,308.0,12,308.0,905.0,177.139551,905.0,0.0,11804,1783,0,3368,1.31873,2.283519,5.498476,8,1,optimal,DONE
137,mappingmesh3x3mpeg2i.mps.gz,308.0,308.0,12,308.0,905.0,177.473874,905.0,0.0,11804,1783,0,3368,1.318119,2.282908,5.505961,16,1,optimal,DONE
138,mario-t-hard5i.mps.gz,-4482.0,-4482.0,11,-4482.0,-4482.0,138.611063,-4482.0,0.0,11478,641,0,1,108.732015,114.974131,138.610885,16,1,optimal,DONE
138,mario-t-hard5i.mps.gz,-4482.0,-4482.0,11,-4482.0,-4482.0,138.490099,-4482.0,0.0,11478,641,0,1,108.524669,114.811085,138.489912,4,1,optimal,DONE
138,mario-t-hard5i.mps.gz,-4482.0,-4482.0,11,-4482.0,-4482.0,86.800106,-4482.0,0.0,11478,641,0,1,61.732401,67.133624,86.800001,32,1,optimal,DONE
138,mario-t-hard5i.mps.gz,-4482.0,-4482.0,11,-4482.0,-4482.0,119.080264,-4482.0,0.0,11478,641,0,1,92.947581,98.587904,119.080066,2,1,optimal,DONE
138,mario-t-hard5i.mps.gz,-4482.0,-4482.0,11,-4482.0,-4482.0,139.09518,-4482.0,0.0,11478,641,0,1,109.162002,115.374049,139.095019,8,1,optimal,DONE
139,markshare_4_0.mps.gz,-3084.0,0.0,22,-3084.0,1.0,202.268539,1.0,0.0,98538,2910,0,2188801,0.005305,0.017162,0.5046619999999999,2,1,optimal,DONE
139,markshare_4_0.mps.gz,-3084.0,0.0,22,-3084.0,1.0,207.315656,1.0,0.0,98538,2910,0,2188801,0.0063159999999999,0.0189319999999999,0.529422,8,1,optimal,DONE
139,markshare_4_0.mps.gz,-3084.0,0.0,22,-3084.0,1.0,207.764739,1.0,0.0,98538,2910,0,2188801,0.0073,0.019253,0.522332,32,1,optimal,DONE
139,markshare_4_0.mps.gz,-3084.0,0.0,22,-3084.0,1.0,207.962913,1.0,0.0,98538,2910,0,2188801,0.0063159999999999,0.0189319999999999,0.52942,16,1,optimal,DONE
139,markshare_4_0.mps.gz,-3084.0,0.0,22,-3084.0,1.0,207.315657,1.0,0.0,98538,2910,0,2188801,0.006384,0.0189319999999999,0.529419,4,1,optimal,DONE
140,mas74.mps.gz,10482.795280331204,10489.793534149549,71,10694.108177642414,11801.185729000032,2419.450242,11801.185729000032,0.0,4884380,9798,0,7103212,0.009892,0.0405149999999999,8.514051,16,1,optimal,DONE
140,mas74.mps.gz,10482.795280331204,10489.793534149549,71,10694.108177642414,11801.185729000032,2441.678732,11801.185729000032,0.0,4884380,9798,0,7103212,0.014613,0.045236,8.624405,2,1,optimal,DONE
140,mas74.mps.gz,10482.795280331204,10489.793534149549,71,10694.108177642414,11801.185729000032,2411.759632,11801.185729000032,0.0,4884380,9798,0,7103212,0.0098719999999999,0.0404939999999999,8.513973,32,1,optimal,DONE
140,mas74.mps.gz,10482.795280331204,10489.793534149549,71,10694.108177642414,11801.185729000032,2398.56444,11801.185729000032,0.0,4884380,9798,0,7103212,0.012124,0.042572,8.448127,4,1,optimal,DONE
140,mas74.mps.gz,10482.795280331204,10489.793534149549,71,10694.108177642414,11801.185729000032,2406.169181,11801.185729000032,0.0,4884380,9798,0,7103212,0.012124,0.042551,8.448153,8,1,optimal,DONE
141,mas76.mps.gz,38893.90364052266,38913.36574022403,57,39178.42503717719,40005.054142,145.403856,40005.054142,0.0,448486,7538,0,326705,0.011217,0.0291449999999999,19.646228,8,1,optimal,DONE
