,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/O CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
222,neos-3761878-oglio.mps.gz,422769.02254465374,0,0,422769.02254465374,422769.02254465385,61.110163,422769.02254465385,0.0,9965,0,0,1475,0.600042,0,0,4,0,optimal,DONE
222,neos-3761878-oglio.mps.gz,422769.02254465374,0,0,422769.02254465374,422769.02254465385,61.106262,422769.02254465385,0.0,9965,0,0,1475,0.60036,0,0,8,0,optimal,DONE
223,neos-4260495-otere.mps.gz,3382.9320744975475,0,0,3632.5530303288187,5290.000000000002,148.404754,5290.000000000002,0.0,178333,0,0,86,52.191863,0,0,4,0,optimal,DONE
223,neos-4260495-otere.mps.gz,3382.9320744975475,0,0,3632.5530303288187,5290.000000000002,135.00634,5290.000000000002,0.0,178333,0,0,86,45.833890999999994,0,0,2,0,optimal,DONE
223,neos-4260495-otere.mps.gz,3382.9320744975475,0,0,3632.5530303288187,5290.000000000002,139.898418,5290.000000000002,0.0,178333,0,0,86,49.095138,0,0,16,0,optimal,DONE
223,neos-4260495-otere.mps.gz,3382.9320744975475,0,0,3632.5530303288187,5290.000000000002,148.386101,5290.000000000002,0.0,178333,0,0,86,52.327008,0,0,32,0,optimal,DONE
223,neos-4260495-otere.mps.gz,3382.9320744975475,0,0,3632.5530303288187,5290.000000000002,143.71284599999998,5290.000000000002,0.0,178333,0,0,86,50.873179,0,0,8,0,optimal,DONE
224,neos-4306827-ravan.mps.gz,-57090.0,0,0,-16507.855089668494,10186.574257425742,1231.356457,10186.574257425742,0.0,138094,0,0,17917,19.915364,0,0,4,0,optimal,DONE
224,neos-4306827-ravan.mps.gz,-57090.0,0,0,-16507.855089668494,10186.574257425742,1242.558126,10186.574257425742,0.0,138094,0,0,17917,20.994559,0,0,16,0,optimal,DONE
224,neos-4306827-ravan.mps.gz,-57090.0,0,0,-16507.855089668494,10186.574257425742,1210.56315,10186.574257425742,0.0,138094,0,0,17917,21.996514,0,0,32,0,optimal,DONE
224,neos-4306827-ravan.mps.gz,-57090.0,0,0,-16507.855089668494,10186.574257425742,1214.596266,10186.574257425742,0.0,138094,0,0,17917,23.974416,0,0,8,0,optimal,DONE
224,neos-4306827-ravan.mps.gz,-57090.0,0,0,-16507.855089668494,10186.574257425742,1278.4602380000001,10186.574257425742,0.0,138094,0,0,17917,29.052402,0,0,2,0,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0,0,0.419848364,0.4198483639999999,1108.245646,0.4198483639999999,0.0,104935,0,0,522,149.52684399999998,0,0,4,0,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0,0,0.419848364,0.4198483639999999,1110.436894,0.4198483639999999,0.0,104935,0,0,522,153.08182,0,0,16,0,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0,0,0.419848364,0.4198483639999999,889.041831,0.4198483639999999,0.0,104935,0,0,522,113.811856,0,0,2,0,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0,0,0.419848364,0.4198483639999999,1107.050982,0.4198483639999999,0.0,104935,0,0,522,149.841497,0,0,8,0,optimal,DONE
225,neos-4322846-ryton.mps.gz,0.419848364,0,0,0.419848364,0.4198483639999999,934.349914,0.4198483639999999,0.0,104935,0,0,522,109.78828700000001,0,0,32,0,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,0,0,-14653654.84656884,-14610731.0,615.272419,-14610731.0,0.0,443,0,0,472118,0.059564,0,0,16,0,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,0,0,-14653654.84656884,-14610731.0,669.3001690000001,-14610731.0,0.0,443,0,0,472118,0.065761,0,0,4,0,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,0,0,-14653654.84656884,-14610731.0,657.320938,-14610731.0,0.0,443,0,0,472118,0.060640999999999994,0,0,2,0,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,0,0,-14653654.84656884,-14610731.0,529.132604,-14610731.0,0.0,443,0,0,472118,0.043936,0,0,8,0,optimal,DONE
226,neos-4333596-skien.mps.gz,-18738130.0,0,0,-14653654.84656884,-14610731.0,643.294759,-14610731.0,0.0,443,0,0,472118,0.06256199999999999,0,0,32,0,optimal,DONE
227,neos-4338804-snowy.mps.gz,1447.0,0,0,1447.0,1470.9999999829236,18000.008341999997,1470.9999999829236,0.002043596718612776,2726,0,0,22125352,0.082924,0,0,4,0,timelimit,DONE
227,neos-4338804-snowy.mps.gz,1447.0,0,0,1447.0,1470.9999999829236,18000.007975,1470.9999999829236,0.002043596718612776,2726,0,0,21935991,0.082356,0,0,8,0,timelimit,DONE
227,neos-4338804-snowy.mps.gz,1447.0,0,0,1447.0,1470.9999999829236,18000.007525,1470.9999999829236,0.002043596718612931,2726,0,0,21691786,0.078095,0,0,32,0,timelimit,DONE
227,neos-4338804-snowy.mps.gz,1447.0,0,0,1447.0,1470.9999999829236,18000.007757,1470.9999999829236,0.002043596718612776,2726,0,0,21998128,0.080105,0,0,16,0,timelimit,DONE
227,neos-4338804-snowy.mps.gz,1447.0,0,0,1447.0,1470.9999999829236,18000.007829,1470.9999999829236,0.002043596718612776,2726,0,0,22097061,0.08211399999999999,0,0,2,0,timelimit,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0,0,0.4040030556149645,69.8,3751.8500630000003,69.8,0.0,48834,0,0,544,16.529909,0,0,2,0,optimal,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0,0,0.4040030556149645,69.8,2553.652657,69.8,0.0,48834,0,0,544,12.017937,0,0,4,0,optimal,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0,0,0.4040030556149645,69.8,3599.3001299999996,69.8,0.0,48834,0,0,544,15.956857000000001,0,0,32,0,optimal,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0,0,0.4040030556149645,69.8,3599.960281,69.8,0.0,48834,0,0,544,15.790904999999999,0,0,8,0,optimal,DONE
228,neos-4359986-taipa.mps.gz,0.4040030556149637,0,0,0.4040030556149645,69.8,3576.5644380000003,69.8,0.0,48834,0,0,544,15.865331,0,0,16,0,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558216,0,0,0.003617501998224117,0.005455408199999994,700.331287,0.005455408199999994,0.0,186885,0,0,1,92.734573,0,0,2,0,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558216,0,0,0.003617501998224117,0.005455408199999994,701.118325,0.005455408199999994,0.0,186885,0,0,1,82.137254,0,0,4,0,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558216,0,0,0.003617501998224117,0.005455408199999994,563.4201400000001,0.005455408199999994,0.0,186885,0,0,1,65.708021,0,0,16,0,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558216,0,0,0.003617501998224117,0.005455408199999994,701.2108139999999,0.005455408199999994,0.0,186885,0,0,1,81.98642199999999,0,0,8,0,optimal,DONE
229,neos-4391920-timok.mps.gz,0.0022822186121558216,0,0,0.003617501998224117,0.005455408199999994,621.858471,0.005455408199999994,0.0,186885,0,0,1,66.16601,0,0,32,0,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,0,0,43.47465101,45.37016701999998,490.698084,45.37016701999998,0.0,224856,0,0,890,107.60816799999999,0,0,4,0,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,0,0,43.47465101,45.37016701999998,460.849778,45.37016701999998,0.0,224856,0,0,890,99.680247,0,0,16,0,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,0,0,43.47465101,45.37016701999998,490.26555999999994,45.37016701999998,0.0,224856,0,0,890,107.00911,0,0,2,0,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,0,0,43.47465101,45.37016701999998,469.55762599999997,45.37016701999998,0.0,224856,0,0,890,101.999204,0,0,8,0,optimal,DONE
230,neos-4413714-turia.mps.gz,43.47465101,0,0,43.47465101,45.37016701999998,441.60526699999997,45.37016701999998,0.0,224856,0,0,890,84.972566,0,0,32,0,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,0,0,171.67651793024382,25009.663366336557,2523.98698,25009.663366336557,0.0,151360,0,0,18827,89.797753,0,0,2,0,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,0,0,171.67651793024382,25009.663366336557,2787.569247,25009.663366336557,0.0,151360,0,0,18827,101.302063,0,0,8,0,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,0,0,171.67651793024382,25009.663366336557,2599.309462,25009.663366336557,0.0,151360,0,0,18827,78.61203,0,0,32,0,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,0,0,171.67651793024382,25009.663366336557,2781.6433629999997,25009.663366336557,0.0,151360,0,0,18827,100.58892800000001,0,0,16,0,optimal,DONE
231,neos-4722843-widden.mps.gz,-17666.000000000004,0,0,171.67651793024382,25009.663366336557,2274.04201,25009.663366336557,0.0,151360,0,0,18827,82.009389,0,0,4,0,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000016,0,0,3866.6827073834966,8609.198019801985,1796.168084,8609.198019801985,0.0,144176,0,0,6920,188.720006,0,0,16,0,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000016,0,0,3866.6827073834966,8609.198019801985,1799.800861,8609.198019801985,0.0,144176,0,0,6920,188.96424199999998,0,0,32,0,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000016,0,0,3866.6827073834966,8609.198019801985,1390.703037,8609.198019801985,0.0,144176,0,0,6920,118.57471399999999,0,0,2,0,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000016,0,0,3866.6827073834966,8609.198019801985,1385.837357,8609.198019801985,0.0,144176,0,0,6920,133.463605,0,0,8,0,optimal,DONE
232,neos-4724674-aorere.mps.gz,-1033.0000000000016,0,0,3866.6827073834966,8609.198019801985,1418.031601,8609.198019801985,0.0,144176,0,0,6920,124.979796,0,0,4,0,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,0,0,273644994.6496458,283627956.59528,94.211955,283627956.59528,0.0,3518,0,0,4714,0.14746199999999998,0,0,4,0,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,0,0,273644994.6496458,283627956.59528,94.21184000000001,283627956.59528,0.0,3518,0,0,4714,0.147427,0,0,2,0,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,0,0,273644994.6496458,283627956.59528,92.68015799999999,283627956.59528,0.0,3518,0,0,4714,0.147427,0,0,8,0,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,0,0,273644994.6496458,283627956.59528,78.909891,283627956.59528,0.0,3518,0,0,4714,0.153772,0,0,32,0,optimal,DONE
233,neos-4738912-atrato.mps.gz,136997598.99049997,0,0,273644994.6496458,283627956.59528,82.75506899999999,283627956.59528,0.0,3518,0,0,4714,0.15512099999999998,0,0,16,0,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0,0,0.0,0.0,93.11189399999999,0.0,0.0,0,0,0,1,93.108901,0,0,4,0,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0,0,0.0,0.0,85.20406700000001,0.0,0.0,0,0,0,1,85.201943,0,0,8,0,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0,0,0.0,0.0,103.29215400000001,0.0,0.0,0,0,0,1,103.289485,0,0,2,0,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0,0,0.0,0.0,113.57243799999999,0.0,0.0,0,0,0,1,113.569534,0,0,16,0,optimal,DONE
234,neos-4754521-awarau.mps.gz,0.0,0,0,0.0,0.0,104.221804,0.0,0.0,0,0,0,1,104.218932,0,0,32,0,optimal,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684867,0,0,2001.9598038005702,2665.457736633773,7634.567914,2665.457736633773,0.0,258053,0,0,15407,15.401777,0,0,8,0,optimal,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684867,0,0,2001.9598038005702,2665.457736633773,7625.152709999999,2665.457736633773,0.0,258053,0,0,15407,15.423715,0,0,4,0,optimal,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684867,0,0,2001.9598038005702,2665.457736633773,7458.590562,2665.457736633773,0.0,258053,0,0,15407,16.637584,0,0,16,0,optimal,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684867,0,0,2001.9598038005702,2665.457736633773,6379.864697999999,2665.457736633773,0.0,258053,0,0,15407,16.154978,0,0,32,0,optimal,DONE
235,neos-4760493-puerua.mps.gz,1908.2436950684867,0,0,2001.9598038005702,2665.457736633773,7603.742858,2665.457736633773,0.0,258053,0,0,15407,15.401777,0,0,2,0,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,0,0,1764.2600363511747,3009.9999999999995,959.9406230000001,3009.9999999999995,0.0,24748,0,0,36738,18.748881,0,0,16,0,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,0,0,1764.2600363511747,3009.9999999999995,902.3320279999999,3009.9999999999995,0.0,24748,0,0,36738,20.488415,0,0,32,0,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,0,0,1764.2600363511747,3009.9999999999995,1285.726097,3009.9999999999995,0.0,24748,0,0,36738,26.516329,0,0,4,0,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,0,0,1764.2600363511747,3009.9999999999995,734.43263,3009.9999999999995,0.0,24748,0,0,36738,13.683629000000002,0,0,8,0,optimal,DONE
236,neos-4805882-barwon.mps.gz,-1015.8,0,0,1764.2600363511747,3009.9999999999995,1285.179815,3009.9999999999995,0.0,24748,0,0,36738,27.007548999999997,0,0,2,0,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,0,0,479.13879602731765,492.51444928794564,22.030986,492.51444928794564,0.0,1249,0,0,4246,0.233881,0,0,4,0,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,0,0,479.13879602731765,492.51444928794564,22.592859,492.51444928794564,0.0,1249,0,0,4246,0.23176300000000002,0,0,16,0,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,0,0,479.13879602731765,492.51444928794564,22.928589000000002,492.51444928794564,0.0,1249,0,0,4246,0.234609,0,0,2,0,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,0,0,479.13879602731765,492.51444928794564,22.689707000000002,492.51444928794564,0.0,1249,0,0,4246,0.23523400000000003,0,0,8,0,optimal,DONE
237,neos-480878.mps.gz,479.13879602731765,0,0,479.13879602731765,492.51444928794564,23.053262,492.51444928794564,0.0,1249,0,0,4246,0.24577600000000002,0,0,32,0,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.59343248854486,0,0,466.0774522368206,556.0,3089.224218,556.0,0.0,304528,0,0,2888,37.85942,0,0,32,0,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.59343248854486,0,0,466.0774522368206,556.0,3569.664771,556.0,0.0,304528,0,0,2888,37.275882,0,0,4,0,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.59343248854486,0,0,466.0774522368206,556.0,3507.1489850000003,556.0,0.0,304528,0,0,2888,38.40128,0,0,16,0,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.59343248854486,0,0,466.0774522368206,556.0,1862.704552,556.0,0.0,304528,0,0,2888,25.016282,0,0,2,0,optimal,DONE
238,neos-4966258-blicks.mps.gz,446.59343248854486,0,0,466.0774522368206,556.0,3582.0051829999998,556.0,0.0,304528,0,0,2888,37.143189,0,0,8,0,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0,0,0.0,0.0,4.205066,0.0,0.0,8391,0,0,1,3.921404,0,0,2,0,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0,0,0.0,0.0,3.5887629999999997,0.0,0.0,8391,0,0,1,3.3085699999999996,0,0,4,0,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0,0,0.0,0.0,3.5918410000000005,0.0,0.0,8391,0,0,1,3.310806,0,0,8,0,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0,0,0.0,0.0,3.5566470000000003,0.0,0.0,8391,0,0,1,3.2921739999999997,0,0,16,0,optimal,DONE
239,neos-4971100-bodrog.mps.gz,0.0,0,0,0.0,0.0,4.162580999999999,0.0,0.0,8391,0,0,1,3.8536120000000005,0,0,32,0,optimal,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,0,0,427.9256595479411,489.0,18000.012721,489.0,0.1307555732485374,227610,0,0,50,54.477644999999995,0,0,8,0,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,0,0,427.9256595479411,489.0,18000.105075,489.0,0.1307555732485374,227610,0,0,58,56.387312,0,0,4,0,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,0,0,427.9256595479411,489.0,18000.017361000002,489.0,0.1307555732485374,227610,0,0,48,55.005485,0,0,16,0,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,0,0,427.9256595479411,489.0,18000.04512,489.0,0.1307555732485374,227610,0,0,43,52.350302,0,0,32,0,timelimit,DONE
240,neos-4976951-bunnoo.mps.gz,427.9256595479411,0,0,427.9256595479411,489.0,18000.021518999998,489.0,0.1307555732485374,227610,0,0,47,58.731288,0,0,2,0,timelimit,DONE
241,neos-4984115-canche.mps.gz,-108144379.33329721,0,0,-9946708.677880604,-9946659.920632808,28.229452000000002,-9946659.920632808,0.0,6591,0,0,1,26.515835,0,0,32,0,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.33329721,0,0,-9946708.677880604,-9946659.920632808,21.427169,-9946659.920632808,0.0,6591,0,0,1,20.168083,0,0,4,0,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.33329721,0,0,-9946708.677880604,-9946659.920632808,21.429062,-9946659.920632808,0.0,6591,0,0,1,20.171711,0,0,16,0,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.33329721,0,0,-9946708.677880604,-9946659.920632808,21.440196,-9946659.920632808,0.0,6591,0,0,1,20.181192000000003,0,0,8,0,optimal,DONE
241,neos-4984115-canche.mps.gz,-108144379.33329721,0,0,-9946708.677880604,-9946659.920632808,21.269756,-9946659.920632808,0.0,6591,0,0,1,20.007913000000002,0,0,2,0,optimal,DONE
242,neos-498623.mps.gz,-6623.599999999929,0,0,16.000000000000018,16.60000000000002,18000.016359999998,16.60000000000003,0.03713988198542239,3721,0,0,554415,0.8225180000000001,0,0,4,0,timelimit,DONE
242,neos-498623.mps.gz,-6623.599999999929,0,0,16.000000000000018,16.60000000000002,18000.011575,16.60000000000003,0.03749999999999979,3721,0,0,420696,1.223935,0,0,32,0,timelimit,DONE
242,neos-5013590-toitoi.mps.gz,1064.447092007282,0,0,1243.5930757115107,3772.452750632009,12754.303699,3772.452750632009,0.0,149023,0,0,31417,3.089873,0,0,2,0,optimal,DONE
243,neos-5013590-toitoi.mps.gz,1064.447092007282,0,0,1243.5930757115107,3772.452750632009,12559.219084999999,3772.452750632009,0.0,149023,0,0,31417,2.389571,0,0,32,0,optimal,DONE
242,neos-5013590-toitoi.mps.gz,1064.447092007282,0,0,1243.5930757115107,3772.452750632009,12476.518495999999,3772.452750632009,0.0,149023,0,0,31417,2.842108,0,0,8,0,optimal,DONE
242,neos-5013590-toitoi.mps.gz,1064.447092007282,0,0,1243.5930757115107,3772.452750632009,12477.985623,3772.452750632009,0.0,149023,0,0,31417,2.852066,0,0,16,0,optimal,DONE
243,neos-5013590-toitoi.mps.gz,1064.447092007282,0,0,1243.5930757115107,3772.452750632009,13590.681867,3772.452750632009,0.0,149023,0,0,31417,2.79639,0,0,4,0,optimal,DONE
243,neos-5018451-chiese.mps.gz,-186479476.8660822,0,0,-148529641.57794562,-147988824.8039709,2659.518522,-147988824.8039709,0.0,1236701,0,0,4543,19.700103,0,0,2,0,optimal,DONE
244,neos-5018451-chiese.mps.gz,-186479476.8660822,0,0,-148529641.57794562,-147988824.8039709,2663.337439,-147988824.8039709,0.0,1236701,0,0,4543,19.659257999999998,0,0,4,0,optimal,DONE
243,neos-5018451-chiese.mps.gz,-186479476.8660822,0,0,-148529641.57794562,-147988824.8039709,2248.859383,-147988824.8039709,0.0,1236701,0,0,4543,17.100429000000002,0,0,16,0,optimal,DONE
243,neos-5018451-chiese.mps.gz,-186479476.8660822,0,0,-148529641.57794562,-147988824.8039709,2974.659881,-147988824.8039709,0.0,1236701,0,0,4543,24.348893,0,0,8,0,optimal,DONE
244,neos-5018451-chiese.mps.gz,-186479476.8660822,0,0,-148529641.57794562,-147988824.8039709,2697.401857,-147988824.8039709,0.0,1236701,0,0,4543,19.433575,0,0,32,0,optimal,DONE
245,neos-503737.mps.gz,50.00000000000002,0,0,49.999999999999964,50.0,185.668698,50.0,0.0,500,0,0,5196,0.253799,0,0,4,0,optimal,DONE
244,neos-503737.mps.gz,50.00000000000002,0,0,49.999999999999964,50.0,183.115841,50.0,0.0,500,0,0,5196,0.23914699999999997,0,0,2,0,optimal,DONE
244,neos-503737.mps.gz,50.00000000000002,0,0,49.999999999999964,50.0,140.64082,50.0,0.0,500,0,0,5196,0.17957099999999998,0,0,8,0,optimal,DONE
244,neos-503737.mps.gz,50.00000000000002,0,0,49.999999999999964,50.0,185.78446,50.0,0.0,500,0,0,5196,0.248004,0,0,16,0,optimal,DONE
245,neos-503737.mps.gz,50.00000000000002,0,0,49.999999999999964,50.0,184.310551,50.0,0.0,500,0,0,5196,0.22392800000000002,0,0,32,0,optimal,DONE
245,neos-5075914-elvire.mps.gz,-8835015.541949868,0,0,277.34188790310867,323.83879668579897,2078.154191,323.83879668579897,0.0,6725,120,0,231220,0.6406609999999999,0,0,8,0,optimal,DONE
245,neos-5075914-elvire.mps.gz,-8835015.541949868,0,0,277.34188790310867,323.83879668579897,2014.789981,323.83879668579897,0.0,6725,120,0,231220,0.636655,0,0,2,0,optimal,DONE
246,neos-5075914-elvire.mps.gz,-8835015.541949868,0,0,277.34188790310867,323.83879668579897,2019.902981,323.83879668579897,0.0,6725,120,0,231220,0.636544,0,0,4,0,optimal,DONE
245,neos-5075914-elvire.mps.gz,-8835015.541949868,0,0,277.34188790310867,323.83879668579897,2185.201864,323.83879668579897,0.0,6725,120,0,231220,0.668331,0,0,16,0,optimal,DONE
246,neos-5075914-elvire.mps.gz,-8835015.541949868,0,0,277.34188790310867,323.83879668579897,1946.9129890000002,323.83879668579897,0.0,6725,120,0,231220,0.6238020000000001,0,0,32,0,optimal,DONE
247,neos-5079731-flyers.mps.gz,2004.0,0,0,2004.0,2446.0,18000.013724,2446.0,0.08904719501335707,13328,0,0,264077,6.017112,0,0,4,0,timelimit,DONE
246,neos-5083528-gimone.mps.gz,0.0,0,0,0.0,0.0,48.447325,0.0,0.0,596,0,0,21,18.268188000000002,0,0,16,0,optimal,DONE
248,neos-5083528-gimone.mps.gz,0.0,0,0,0.0,0.0,48.817651,0.0,0.0,596,0,0,21,18.216221,0,0,4,0,optimal,DONE
247,neos-5083528-gimone.mps.gz,0.0,0,0,0.0,0.0,50.009254,0.0,0.0,596,0,0,21,18.439345,0,0,32,0,optimal,DONE
246,neos-5083528-gimone.mps.gz,0.0,0,0,0.0,0.0,47.902296,0.0,0.0,596,0,0,21,18.003041,0,0,2,0,optimal,DONE
246,neos-5083528-gimone.mps.gz,0.0,0,0,0.0,0.0,47.939934,0.0,0.0,596,0,0,21,18.317069,0,0,8,0,optimal,DONE
249,neos-5093327-huahum.mps.gz,3934.0,0,0,3934.0,6260.0,16872.392374000003,6260.0,0.0,12972,0,0,582167,3.088468,0,0,4,0,optimal,DONE
247,neos-5093327-huahum.mps.gz,3934.0,0,0,3934.0,6260.0,18000.004313,6260.0,0.09097246427326594,12972,0,0,459440,4.737015,0,0,2,0,timelimit,DONE
247,neos-5093327-huahum.mps.gz,3934.0,0,0,3934.0,6260.0,18000.001875,6260.0,0.07412491420727522,12972,0,0,521207,3.965522,0,0,16,0,timelimit,DONE
247,neos-5093327-huahum.mps.gz,3934.0,0,0,3934.0,6260.0,18000.001433,6260.0,0.07375643224699913,12972,0,0,521909,3.698145,0,0,8,0,timelimit,DONE
248,neos-5093327-huahum.mps.gz,3934.0,0,0,3934.0,6260.0,18000.00187,6260.0,0.0868055555555535,12972,0,0,477071,4.7329099999999995,0,0,32,0,timelimit,DONE
248,neos-5100895-inster.mps.gz,2084.0,0,0,2084.0,3132.0,1367.126827,3132.0,0.0,10136,0,0,58065,2.19652,0,0,16,0,optimal,DONE
250,neos-5100895-inster.mps.gz,2084.0,0,0,2084.0,3132.0,1983.913964,3132.0,0.0,10136,0,0,58065,3.34887,0,0,4,0,optimal,DONE
248,neos-5100895-inster.mps.gz,2084.0,0,0,2084.0,3132.0,1984.822337,3132.0,0.0,10136,0,0,58065,3.386281,0,0,8,0,optimal,DONE
249,neos-5100895-inster.mps.gz,2084.0,0,0,2084.0,3132.0,1374.7253380000002,3132.0,0.0,10136,0,0,58065,2.179441,0,0,32,0,optimal,DONE
248,neos-5100895-inster.mps.gz,2084.0,0,0,2084.0,3132.0,1919.005582,3132.0,0.0,10136,0,0,58065,3.489299,0,0,2,0,optimal,DONE
249,neos-5106984-jizera.mps.gz,809.5,0,0,809.5,822.0,18000.023407,822.0,0.009208103130755063,362250,0,0,122,68.190872,0,0,8,0,timelimit,DONE
250,neos-5106984-jizera.mps.gz,809.5,0,0,809.5,834.0,18000.205532,834.0,0.02394106813996317,362250,0,0,69,116.43208200000001,0,0,32,0,timelimit,DONE
249,neos-5106984-jizera.mps.gz,809.5,0,0,809.5,822.0,18000.032740000002,822.0,0.009208103130755063,362250,0,0,104,73.88493100000001,0,0,16,0,timelimit,DONE
249,neos-5106984-jizera.mps.gz,809.5,0,0,809.5,834.0,18000.038065,834.0,0.02394106813996317,362250,0,0,69,100.657538,0,0,2,0,timelimit,DONE
251,neos-5106984-jizera.mps.gz,809.5,0,0,809.5,822.0,18006.044125,822.0,0.009208103130755063,362250,0,0,104,71.748421,0,0,4,0,timelimit,DONE
250,neos-5107597-kakapo.mps.gz,-79002.0,0,0,-79001.99999999993,3645.0000000015275,2541.367397,3645.0000000015275,0.0,6432,0,0,519969,0.5929939999999999,0,0,16,0,optimal,DONE
250,neos-5107597-kakapo.mps.gz,-79002.0,0,0,-79001.99999999993,3645.0000000015275,2634.9485670000004,3645.0000000015275,0.0,6432,0,0,519969,0.5929399999999999,0,0,2,0,optimal,DONE
250,neos-5107597-kakapo.mps.gz,-79002.0,0,0,-79001.99999999993,3645.0000000015275,2633.178076,3645.0000000015275,0.0,6432,0,0,519969,0.592903,0,0,8,0,optimal,DONE
251,neos-5107597-kakapo.mps.gz,-79002.0,0,0,-79001.99999999993,3645.0000000015275,2772.3010649999997,3645.0000000015275,0.0,6432,0,0,519969,0.573449,0,0,32,0,optimal,DONE
252,neos-5107597-kakapo.mps.gz,-79002.0,0,0,-79001.99999999993,3645.0000000015275,2522.808747,3645.0000000015275,0.0,6432,0,0,519969,0.5488569999999999,0,0,4,0,optimal,DONE
251,neos-5115478-kaveri.mps.gz,-80370.0,0,0,-80369.9999999991,1233.9999999845606,12611.678919,1233.9999999845606,0.0,6432,0,0,2615641,0.582562,0,0,2,0,optimal,DONE
252,neos-5115478-kaveri.mps.gz,-80370.0,0,0,-80369.9999999991,1233.9999999845606,14829.218530000002,1233.9999999845606,0.0,6432,0,0,2615641,0.650311,0,0,32,0,optimal,DONE
