,NAME,RANDOM SEED,TIME W/ CUTS,NODES W/ CUTS,TIME W/O CUTS,NODES W/O CUTS,GAP W/ CUTS,GAP W/O CUTS,Minimum Time,Minimum Nodes
2913,supportcase1.mps.gz,16,18000.00459,303,18000.00345,830,1e+20,1e+20,18000.00345,303
2914,supportcase1.mps.gz,32,18000.00518,303,18000.11055,9,1e+20,1e+20,18000.00518,9
2915,supportcase10.mps.gz,2,18000.001819999998,184,18000.00107,52434,1.4461865740000002,1.055078337,18000.00107,184
2916,supportcase10.mps.gz,4,18000.001480000003,361,18000.00074,51417,1.30850887,1.059952387,18000.00074,361
2917,supportcase10.mps.gz,8,18000.001669999998,431,18000.38826,51894,1.231368417,1.0569334609999999,18000.001669999998,431
2918,supportcase10.mps.gz,16,18000.00253,633,18000.01336,48384,0.900585477,1.0771612609999999,18000.00253,633
2919,supportcase10.mps.gz,32,18000.004240000002,690,18000.49465,52594,0.6455810129999999,1.054204873,18000.004240000002,690
2920,supportcase12.mps.gz,2,18000.004969999998,26426,18000.06699,14274,0.006006841999999999,0.009755638,18000.004969999998,14274
2921,supportcase12.mps.gz,4,18000.00356,27174,18000.003259999998,22365,0.006006841999999999,0.009755638,18000.003259999998,22365
2922,supportcase12.mps.gz,8,18000.005,26626,18000.00292,21245,0.006006841999999999,0.009755638,18000.00292,21245
2923,supportcase12.mps.gz,16,18000.004230000002,28626,18000.00301,19885,0.006006841999999999,0.009755638,18000.00301,19885
2924,supportcase12.mps.gz,32,18000.011580000002,28429,18000.00288,20476,0.006006841999999999,0.009755638,18000.00288,20476
2940,supportcase19.mps.gz,2,18000.661819999998,1,18000.906740000002,1,1e+20,1e+20,18000.661819999998,1
2941,supportcase19.mps.gz,4,18000.6025,1,18000.65424,1,1e+20,1e+20,18000.6025,1
2942,supportcase19.mps.gz,8,18000.65273,1,18000.67425,1,1e+20,1e+20,18000.65273,1
2943,supportcase19.mps.gz,16,18000.77158,1,18000.688319999997,1,1e+20,1e+20,18000.688319999997,1
2944,supportcase19.mps.gz,32,18000.59281,1,18000.9566,1,1e+20,1e+20,18000.59281,1
2945,supportcase20.mps.gz,2,18000.03441,943105,18000.12611,4201660,0.10529061,3.276230277,18000.03441,943105
2946,supportcase20.mps.gz,4,18000.042380000003,912431,18000.146,4575584,0.10533057900000001,3.263946672,18000.042380000003,912431
2947,supportcase20.mps.gz,8,18000.02501,917114,18000.13683,4670462,0.105323809,3.2613182860000003,18000.02501,917114
2948,supportcase20.mps.gz,16,18000.03119,959294,18000.15167,4746194,0.105269623,3.2590679610000004,18000.03119,959294
2949,supportcase20.mps.gz,32,18000.0277,1011468,18000.16028,4790469,0.10519795300000001,3.257793832,18000.0277,1011468
2955,supportcase25.mps.gz,2,18000.00848,416899,18000.081619999997,2362841,0.36019274100000004,0.301739174,18000.00848,416899
2956,supportcase25.mps.gz,4,18000.00677,419872,18000.080319999997,2781294,0.360087938,0.30012053899999996,18000.00677,419872
2957,supportcase25.mps.gz,8,18000.00991,426941,18000.085069999997,2912970,0.35985668299999996,0.299650895,18000.00991,426941
2958,supportcase25.mps.gz,16,18000.00751,416591,18000.079830000002,2643770,0.36021024100000004,0.300703559,18000.00751,416591
2959,supportcase25.mps.gz,32,18000.06436,419719,18000.07897,2599481,0.360107091,0.300838499,18000.06436,419719
2965,supportcase3.mps.gz,2,18000.00036,3848,18000.000809999998,2523,1e+20,1e+20,18000.00036,2523
2966,supportcase3.mps.gz,4,18000.000340000002,3851,18000.00056,2530,1e+20,1e+20,18000.000340000002,2530
2967,supportcase3.mps.gz,8,18000.0016,3844,18000.00044,2717,1e+20,1e+20,18000.00044,2717
2968,supportcase3.mps.gz,16,18000.00041,3858,18000.00055,3598,1e+20,1e+20,18000.00041,3598
2969,supportcase3.mps.gz,32,18000.00028,3861,18000.00035,6025,1e+20,1e+20,18000.00028,3861
2995,supportcase42.mps.gz,2,18000.001790000002,538785,18000.012730000002,589665,0.000498258,0.001225129,18000.001790000002,538785
2996,supportcase42.mps.gz,4,18000.00463,554011,18000.017480000002,603362,0.00045344900000000003,0.001225129,18000.00463,554011
2997,supportcase42.mps.gz,8,18000.08905,500518,18000.01497,779451,0.0011029219999999999,0.001222882,18000.01497,500518
2998,supportcase42.mps.gz,16,18000.00598,511865,18000.00609,735519,0.001099142,0.001224303,18000.00598,511865
2999,supportcase42.mps.gz,32,18000.08728,500518,18000.00762,748592,0.0011029219999999999,0.001224303,18000.00762,500518
3005,supportcase6.mps.gz,2,18000.00351,35182,18000.17287,26593,0.057468200000000004,0.080141317,18000.00351,26593
3006,supportcase6.mps.gz,4,18000.00214,36903,18000.00202,24376,0.056493571,0.080369629,18000.00202,24376
3007,supportcase6.mps.gz,8,18000.04671,35249,18000.01836,28160,0.057468200000000004,0.079739844,18000.01836,28160
3008,supportcase6.mps.gz,16,18000.00237,33764,18000.19485,25387,0.057468200000000004,0.080239135,18000.00237,25387
3009,supportcase6.mps.gz,32,18000.08994,35937,18000.01124,28428,0.057468200000000004,0.079700755,18000.01124,28428
3015,swath.mps.gz,2,18000.01467,28621,18000.01894,551,0.306140391,0.7101602379999999,18000.01467,551
3016,swath.mps.gz,4,18000.01526,28621,18000.01898,551,0.306140391,0.7101602379999999,18000.01526,551
3017,swath.mps.gz,8,18000.01545,28621,18000.01513,551,0.306140391,0.7101602379999999,18000.01513,551
3018,swath.mps.gz,16,18000.01596,28621,18000.014909999998,551,0.306140391,0.7101602379999999,18000.014909999998,551
3019,swath.mps.gz,32,18000.015030000002,28621,18000.01481,551,0.306140391,0.7101602379999999,18000.01481,551
3060,thor50dday.mps.gz,2,18000.00091,10689,18000.05197,26017,0.119841259,10.42730312,18000.00091,10689
3061,thor50dday.mps.gz,4,18000.00303,9332,18000.07673,30145,0.12099521199999999,10.42730312,18000.00303,9332
3062,thor50dday.mps.gz,8,18000.003,9263,18000.08379,27041,0.121038071,10.42730312,18000.003,9263
3063,thor50dday.mps.gz,16,18000.00261,9629,18000.03056,28609,0.120379706,10.42730312,18000.00261,9629
3064,thor50dday.mps.gz,32,18000.00271,9491,18000.01122,29631,0.12064979099999999,10.42730312,18000.00271,9491
3080,tpl-tub-ss16.mps.gz,2,18000.04625,1,18000.09641,13,80.93753467,1.757889975,18000.04625,1
3081,tpl-tub-ss16.mps.gz,4,18000.03762,1,18000.106040000002,13,80.93753467,1.757889975,18000.03762,1
3082,tpl-tub-ss16.mps.gz,8,18000.048130000003,1,18000.03219,13,80.93753467,1.757889975,18000.03219,1
3083,tpl-tub-ss16.mps.gz,16,18000.052209999998,1,18000.29151,18,80.93753467,1.757889975,18000.052209999998,1
3084,tpl-tub-ss16.mps.gz,32,18000.03459,1,18000.291409999998,18,80.93753467,1.757889975,18000.03459,1
3085,traininstance2.mps.gz,2,18000.01329,2043557,18000.0259,2514697,49.0843061,1e+20,18000.01329,2043557
3086,traininstance2.mps.gz,4,18000.01553,2067261,18000.0246,2560165,49.0843061,1e+20,18000.01553,2067261
3087,traininstance2.mps.gz,8,18000.01476,2062933,18000.02603,2699909,49.0843061,1e+20,18000.01476,2062933
3088,traininstance2.mps.gz,16,18000.0155,2074008,18000.02851,2884113,49.0843061,1e+20,18000.0155,2074008
3089,traininstance2.mps.gz,32,18000.014769999998,2060513,18000.027019999998,2888796,49.0843061,1e+20,18000.014769999998,2060513
3100,trento1.mps.gz,2,18000.001119999997,114223,18000.00076,119906,0.0010054880000000001,0.001068885,18000.00076,114223
3101,trento1.mps.gz,4,18000.00086,124263,18000.00088,119587,0.00100095,0.001068946,18000.00086,119587
3102,trento1.mps.gz,8,18000.00239,129158,18000.00098,124359,0.000998402,0.001067131,18000.00098,124359
3103,trento1.mps.gz,16,18000.00072,123500,18000.00076,108448,0.001001367,0.001075393,18000.00072,108448
3104,trento1.mps.gz,32,18000.00141,113581,18000.00084,112347,0.0010059630000000001,0.001073446,18000.00084,112347
3110,triptim2.mps.gz,2,18000.01208,110,18000.00516,202,0.041073293999999996,0.09857647300000001,18000.00516,110
3111,triptim2.mps.gz,4,18000.01054,110,18000.00276,189,0.041073293999999996,0.09862672800000001,18000.00276,110
3112,triptim2.mps.gz,8,18000.01203,110,18000.005090000002,182,0.041073293999999996,0.09862672800000001,18000.005090000002,110
3113,triptim2.mps.gz,16,18000.008840000002,110,18000.00429,183,0.041073293999999996,0.09862672800000001,18000.00429,110
3114,triptim2.mps.gz,32,18000.01741,110,18000.004390000002,191,0.041073293999999996,0.09857647300000001,18000.004390000002,110
3115,triptim4.mps.gz,2,18000.00341,90,18000.00464,149,0.001102101,0.049346235999999995,18000.00341,90
3116,triptim4.mps.gz,4,18000.00332,97,18000.004680000002,142,0.001102101,0.049346235999999995,18000.00332,97
3117,triptim4.mps.gz,8,18000.00413,91,18000.00454,134,0.001102101,0.049346235999999995,18000.00413,91
3118,triptim4.mps.gz,16,18000.0054,95,18000.0036,133,0.001102101,0.049346235999999995,18000.0036,95
3119,triptim4.mps.gz,32,18000.00185,92,18000.00421,143,0.001102101,0.049346235999999995,18000.00185,92
3120,triptim7.mps.gz,2,18000.00354,296,18000.877,590,0.097368922,0.098084851,18000.00354,296
3121,triptim7.mps.gz,4,18000.00836,296,18000.003380000002,565,0.097368922,0.098084851,18000.003380000002,296
3122,triptim7.mps.gz,8,18000.00384,294,18000.002780000003,564,0.097368922,0.098084851,18000.002780000003,294
3123,triptim7.mps.gz,16,18000.00251,435,18000.00272,565,0.097368922,0.098084851,18000.00251,435
3124,triptim7.mps.gz,32,18000.002480000003,395,18000.00266,592,0.097368922,0.098084851,18000.002480000003,395
3125,triptim8.mps.gz,2,18000.01454,960,18000.017519999998,559,0.098178475,0.100028307,18000.01454,559
3126,triptim8.mps.gz,4,18000.002669999998,922,18000.01124,570,0.098178475,0.100028307,18000.002669999998,570
3127,triptim8.mps.gz,8,18000.01183,944,18000.011730000002,536,0.098178475,0.100028307,18000.011730000002,536
3128,triptim8.mps.gz,16,18000.01341,951,18000.01587,536,0.098178475,0.100028307,18000.01341,536
3129,triptim8.mps.gz,32,18000.0024,955,18000.00921,536,0.098178475,0.100028307,18000.0024,536
3130,tw-myciel4.mps.gz,2,18000.00159,208147,18000.00157,234048,1.0,1.0,18000.00157,208147
3131,tw-myciel4.mps.gz,4,18000.000930000002,209827,18000.00177,229756,1.0,1.0,18000.000930000002,209827
3132,tw-myciel4.mps.gz,8,18000.0009,208727,18000.001959999998,228015,1.0,1.0,18000.0009,208727
3133,tw-myciel4.mps.gz,16,18000.00126,209886,18000.00168,235327,1.0,1.0,18000.00126,209886
3134,tw-myciel4.mps.gz,32,18000.00109,216963,18000.00177,259344,1.0,1.0,18000.00109,216963
3135,uccase12.mps.gz,2,18000.024859999998,332338,18000.28934,10003,2.85e-06,4.83e-06,18000.024859999998,10003
3136,uccase12.mps.gz,4,18000.01754,332876,18000.296459999998,10003,2.85e-06,4.83e-06,18000.01754,10003
3137,uccase12.mps.gz,8,18000.011169999998,337363,18000.310390000002,10003,2.85e-06,4.83e-06,18000.011169999998,10003
3138,uccase12.mps.gz,16,18000.01706,338425,18000.309709999998,10003,2.85e-06,4.83e-06,18000.01706,10003
3139,uccase12.mps.gz,32,18000.01397,331501,18000.31345,10003,2.85e-06,4.83e-06,18000.01397,10003
3140,uccase7.mps.gz,2,18000.001640000002,765,18000.01036,203022,0.010163694000000001,0.02566378,18000.001640000002,765
3141,uccase7.mps.gz,4,18000.00203,765,18000.00727,208387,0.010163694000000001,0.02312202,18000.00203,765
3142,uccase7.mps.gz,8,18000.00159,766,18000.01112,210405,0.010163694000000001,0.023119822,18000.00159,766
3143,uccase7.mps.gz,16,18000.01103,767,18000.0087,208390,0.010163694000000001,0.02312202,18000.0087,767
3144,uccase7.mps.gz,32,18000.009309999998,759,18000.11622,209647,0.010163694000000001,0.02312202,18000.009309999998,759
3145,uccase8.mps.gz,2,18000.00483,3,18000.00275,43459,0.004009924000000001,0.010425943,18000.00275,3
3146,uccase8.mps.gz,4,18000.0239,25,18000.00336,42356,0.0039986859999999996,0.010426848,18000.00336,25
3147,uccase8.mps.gz,8,18000.00629,29,18000.00325,39834,0.0039986859999999996,0.010431355,18000.00325,29
3148,uccase8.mps.gz,16,18000.154430000002,1,18000.00313,40932,0.004010118,0.010431256,18000.00313,1
3149,uccase8.mps.gz,32,18000.016219999998,1,18000.003269999997,40159,0.004010118,0.010431355,18000.003269999997,1
3150,uccase9.mps.gz,2,18000.01531,3606,18000.00339,47117,0.178393487,0.26490690699999997,18000.00339,3606
3151,uccase9.mps.gz,4,18000.00228,3582,18000.00352,39181,0.178393487,0.26490690699999997,18000.00228,3582
3152,uccase9.mps.gz,8,18000.00215,3541,18000.00655,38855,0.178393487,0.26490690699999997,18000.00215,3541
3153,uccase9.mps.gz,16,18000.00232,3200,18000.00262,46949,0.178393487,0.26490690699999997,18000.00232,3200
3154,uccase9.mps.gz,32,18000.00341,3518,18000.00304,52145,0.178393487,0.26490690699999997,18000.00304,3518
3170,usAbbrv-8-25_70.mps.gz,2,18000.00819,1419363,18000.08103,5261858,0.21868926600000002,0.257731959,18000.00819,1419363
3171,usAbbrv-8-25_70.mps.gz,4,18000.007569999998,1438419,18000.08263,5080076,0.218412771,0.257731959,18000.007569999998,1438419
3172,usAbbrv-8-25_70.mps.gz,8,18000.00815,1440782,18000.0746,4864279,0.218376154,0.257731959,18000.00815,1440782
3173,usAbbrv-8-25_70.mps.gz,16,18000.0068,1425557,18000.07519,5063758,0.218576231,0.257731959,18000.0068,1425557
3174,usAbbrv-8-25_70.mps.gz,32,18000.01415,1405674,18000.07793,4914042,0.218901748,0.257731959,18000.01415,1405674
3175,v150d30-2hopcds.mps.gz,2,18000.01871,1064850,18000.01712,1057853,0.18698145100000002,0.188243546,18000.01712,1057853
3176,v150d30-2hopcds.mps.gz,4,18000.019480000003,1045706,18000.02015,1166995,0.18734308,0.186219667,18000.019480000003,1045706
3177,v150d30-2hopcds.mps.gz,8,18000.0184,1044524,18000.018930000002,1175344,0.18737530300000002,0.186073657,18000.0184,1044524
3178,v150d30-2hopcds.mps.gz,16,18000.017969999997,1003831,18000.019080000002,1197835,0.188291332,0.185697965,18000.017969999997,1003831
3179,v150d30-2hopcds.mps.gz,32,18000.01773,999313,18000.03332,905665,0.188399973,0.191815915,18000.01773,905665
3185,vpphard.mps.gz,2,18000.00315,4792,18000.00474,12833,10.66666667,5.923076922999999,18000.00315,4792
3186,vpphard.mps.gz,4,18000.022119999998,5614,18000.016519999997,10908,6.142857143,9.0,18000.016519999997,5614
3187,vpphard.mps.gz,8,18000.0033,5679,18000.00027,10357,5.875,9.111111111,18000.00027,5679
3188,vpphard.mps.gz,16,18000.00247,5769,18000.00205,10036,5.666666667,9.214285713999999,18000.00205,5769
3189,vpphard.mps.gz,32,18000.00171,6103,18000.00236,8135,5.3636363639999995,10.14285714,18000.00171,6103
3190,vpphard2.mps.gz,2,18000.018030000003,11097,18000.00395,24021,30.3174404,7.326530612000001,18000.00395,11097
3191,vpphard2.mps.gz,4,18000.55241,10985,18000.02412,18171,31.0,8.483870968,18000.02412,10985
3192,vpphard2.mps.gz,8,18000.11845,10922,18000.011469999998,21042,31.0,7.625,18000.011469999998,10922
3193,vpphard2.mps.gz,16,18000.00477,10564,18000.00561,23032,31.0,7.448979592000001,18000.00477,10564
3194,vpphard2.mps.gz,32,18000.005119999998,10126,18000.00547,23256,31.84210526,7.4,18000.005119999998,10126
3200,wnq-n100-mw99-14.mps.gz,2,18000.00231,1549,18000.0322,18595,0.293322766,0.607120781,18000.00231,1549
3201,wnq-n100-mw99-14.mps.gz,4,18000.00076,1556,18000.0115,12057,0.293322766,0.7564529740000001,18000.00076,1556
3202,wnq-n100-mw99-14.mps.gz,8,18000.0016,1433,18000.01416,14582,0.293806112,0.613223469,18000.0016,1433
3203,wnq-n100-mw99-14.mps.gz,16,18000.042230000003,1696,18000.01109,17109,0.292375789,0.609176432,18000.01109,1696
3204,wnq-n100-mw99-14.mps.gz,32,18000.00247,1682,18000.02738,16960,0.292375789,0.609435069,18000.00247,1682
3205,woodlands09.mps.gz,2,18000.10857,1,18000.085759999998,1,1e+20,1e+20,18000.085759999998,1
3206,woodlands09.mps.gz,4,18000.13846,1,18000.13274,1,1e+20,1e+20,18000.13274,1
3207,woodlands09.mps.gz,8,18000.12353,1,18000.08887,1,1e+20,1e+20,18000.08887,1
3208,woodlands09.mps.gz,16,18000.26565,1,18000.128380000002,1,1e+20,1e+20,18000.128380000002,1
3209,woodlands09.mps.gz,32,18000.14807,1,18000.12783,1,1e+20,1e+20,18000.12783,1
