,NAME,RANDOM SEED,TIME W/ CUTS,NODES W/ CUTS,TIME W/O CUTS,NODES W/O CUTS,GAP W/ CUTS,GAP W/O CUTS,Minimum Time,Minimum Nodes
1668,neos-4954274-beardy.mps.gz,16,18000.00396,15881,18000.00258,133582,0.145391475,0.202093064,18000.00258,15881
1669,neos-4954274-beardy.mps.gz,32,18000.00073,15193,18000.00116,133244,0.145557184,0.202102012,18000.00073,15193
1680,neos-4972437-bojana.mps.gz,2,18000.01802,51,18000.03654,50,1e+20,1e+20,18000.01802,50
1681,neos-4972437-bojana.mps.gz,4,18000.01531,50,18000.02789,32,1e+20,1e+20,18000.01531,32
1682,neos-4972437-bojana.mps.gz,8,18000.03123,48,18000.0242,30,1e+20,1e+20,18000.0242,30
1683,neos-4972437-bojana.mps.gz,16,18000.02174,44,18000.028830000003,28,1e+20,1e+20,18000.02174,28
1684,neos-4972437-bojana.mps.gz,32,18000.01765,41,18000.06849,34,1e+20,1e+20,18000.01765,34
1685,neos-4972461-bolong.mps.gz,2,18000.01344,96,18000.061,123,1e+20,0.080938728,18000.01344,96
1686,neos-4972461-bolong.mps.gz,4,18000.01118,95,18000.00749,130,1e+20,0.080938728,18000.00749,95
1687,neos-4972461-bolong.mps.gz,8,18000.01459,83,18000.03818,134,1e+20,0.080938728,18000.01459,83
1688,neos-4972461-bolong.mps.gz,16,18000.01119,90,18000.00849,138,1e+20,0.080938728,18000.00849,90
1689,neos-4972461-bolong.mps.gz,32,18000.01168,80,18000.00655,139,1e+20,0.080938728,18000.00655,80
1725,neos-5049753-cuanza.mps.gz,2,18000.046459999998,36,18000.02964,411,0.03485642,1e+20,18000.02964,36
1726,neos-5049753-cuanza.mps.gz,4,18000.03995,31,18000.09155,357,0.03485642,1e+20,18000.03995,31
1727,neos-5049753-cuanza.mps.gz,8,18000.04094,30,18000.08472,396,0.03485642,1e+20,18000.04094,30
1728,neos-5049753-cuanza.mps.gz,16,18000.02346,21,18000.0363,405,1e+20,1e+20,18000.02346,21
1729,neos-5049753-cuanza.mps.gz,32,18000.07499,32,18000.07533,402,0.03485642,1e+20,18000.07499,32
1730,neos-5052403-cygnet.mps.gz,2,18000.02984,510,18000.00256,449,0.011846200000000001,0.012046105,18000.00256,449
1731,neos-5052403-cygnet.mps.gz,4,18000.002,474,18000.1195,448,0.012046105,0.012046105,18000.002,448
1732,neos-5052403-cygnet.mps.gz,8,18000.00665,483,18000.00243,456,0.012046105,0.012046105,18000.00243,456
1733,neos-5052403-cygnet.mps.gz,16,18000.00214,477,18000.03745,438,0.012046105,0.012046105,18000.00214,438
1734,neos-5052403-cygnet.mps.gz,32,18000.92513,371,18000.00384,384,0.012046105,0.01282655,18000.00384,371
1740,neos-5078479-escaut.mps.gz,2,18000.00495,242849,18000.01658,570553,1e+20,1e+20,18000.00495,242849
1741,neos-5078479-escaut.mps.gz,4,18000.005709999998,240553,18000.014040000002,570550,1e+20,1e+20,18000.005709999998,240553
1742,neos-5078479-escaut.mps.gz,8,18000.00443,241439,18000.01286,570504,1e+20,1e+20,18000.00443,241439
1743,neos-5078479-escaut.mps.gz,16,18000.00482,242149,18000.01202,570554,1e+20,1e+20,18000.00482,242149
1744,neos-5078479-escaut.mps.gz,32,18000.00628,239662,18000.00918,570473,1e+20,1e+20,18000.00628,239662
1765,neos-5104907-jarama.mps.gz,2,18000.04424,16,18000.03656,38,1e+20,1e+20,18000.03656,16
1766,neos-5104907-jarama.mps.gz,4,18000.01581,22,18000.03268,40,1e+20,1e+20,18000.01581,22
1767,neos-5104907-jarama.mps.gz,8,18000.01348,29,18000.012319999998,40,1e+20,1e+20,18000.012319999998,29
1768,neos-5104907-jarama.mps.gz,16,18000.04211,25,18000.04258,40,1e+20,1e+20,18000.04211,25
1769,neos-5104907-jarama.mps.gz,32,18000.01007,25,18000.0095,38,1e+20,1e+20,18000.0095,25
1780,neos-5108386-kalang.mps.gz,2,18000.04853,9,18000.0428,12,1e+20,1e+20,18000.0428,9
1781,neos-5108386-kalang.mps.gz,4,18000.02482,9,18000.04865,12,1e+20,1e+20,18000.02482,9
1782,neos-5108386-kalang.mps.gz,8,18000.02459,8,18000.02405,13,1e+20,1e+20,18000.02405,8
1783,neos-5108386-kalang.mps.gz,16,18000.06421,8,18000.03085,13,1e+20,1e+20,18000.03085,8
1784,neos-5108386-kalang.mps.gz,32,18000.05256,12,18000.02854,21,1e+20,0.049585859,18000.02854,12
1785,neos-5114902-kasavu.mps.gz,2,18000.04734,10,18000.06501,369,1e+20,0.274253731,18000.04734,10
1786,neos-5114902-kasavu.mps.gz,4,18000.0622,9,18002.7854,369,1e+20,0.274253731,18000.0622,9
1787,neos-5114902-kasavu.mps.gz,8,18000.076269999998,9,18000.3853,407,1e+20,0.269516729,18000.076269999998,9
1788,neos-5114902-kasavu.mps.gz,16,18000.11028,9,18000.11804,415,1e+20,0.269516729,18000.11028,9
1789,neos-5114902-kasavu.mps.gz,32,18000.07031,10,18000.12703,425,1e+20,0.269516729,18000.07031,10
1795,neos-5116085-kenana.mps.gz,2,18000.05049,11,18000.04915,815,1e+20,0.294736842,18000.04915,11
1796,neos-5116085-kenana.mps.gz,4,18000.05398,12,18000.14324,815,1e+20,0.294736842,18000.05398,12
1797,neos-5116085-kenana.mps.gz,8,18000.08185,11,18000.47006,812,1e+20,0.294736842,18000.08185,11
1798,neos-5116085-kenana.mps.gz,16,18000.0613,10,18000.03401,862,1e+20,0.294736842,18000.03401,10
1799,neos-5116085-kenana.mps.gz,32,18000.050180000002,9,18000.0459,1056,1e+20,0.290526316,18000.0459,9
1800,neos-5118834-korana.mps.gz,2,18000.04125,18,18000.02279,74,1e+20,0.25640980399999996,18000.02279,18
1801,neos-5118834-korana.mps.gz,4,18000.02514,18,18000.02718,72,1e+20,0.25640980399999996,18000.02514,18
1802,neos-5118834-korana.mps.gz,8,18000.03324,17,18000.04263,69,1e+20,0.25640980399999996,18000.03324,17
1803,neos-5118834-korana.mps.gz,16,18000.019269999997,18,18000.04458,72,1e+20,0.25640980399999996,18000.019269999997,18
1804,neos-5118834-korana.mps.gz,32,18000.02014,18,18000.0302,72,1e+20,0.25640980399999996,18000.02014,18
1805,neos-5118851-kowhai.mps.gz,2,18000.03495,7,18000.04444,15,1e+20,1e+20,18000.03495,7
1806,neos-5118851-kowhai.mps.gz,4,18000.05505,7,18000.02759,19,1e+20,1e+20,18000.02759,7
1807,neos-5118851-kowhai.mps.gz,8,18000.11106,1,18000.04004,25,1e+20,1e+20,18000.04004,1
1808,neos-5118851-kowhai.mps.gz,16,18000.06472,1,18000.04878,14,1e+20,1e+20,18000.04878,1
1809,neos-5118851-kowhai.mps.gz,32,18000.077869999997,1,18000.04015,25,1e+20,1e+20,18000.04015,1
1810,neos-5123665-limmat.mps.gz,2,18000.041690000002,9,18000.06663,35,1e+20,1e+20,18000.041690000002,9
1811,neos-5123665-limmat.mps.gz,4,18000.06454,8,18000.0498,31,1e+20,1e+20,18000.0498,8
1812,neos-5123665-limmat.mps.gz,8,18000.27953,9,18000.058109999998,31,1e+20,1e+20,18000.058109999998,9
1813,neos-5123665-limmat.mps.gz,16,18000.07277,9,18000.04774,31,1e+20,1e+20,18000.04774,9
1814,neos-5123665-limmat.mps.gz,32,18000.0312,9,18000.029459999998,35,1e+20,1e+20,18000.029459999998,9
1815,neos-5125849-lopori.mps.gz,2,18000.000640000002,1869656,18000.003969999998,3896921,1e+20,1e+20,18000.000640000002,1869656
1816,neos-5125849-lopori.mps.gz,4,18000.00036,1888075,18000.0094,4277860,1e+20,1e+20,18000.00036,1888075
1817,neos-5125849-lopori.mps.gz,8,18000.004,1495136,18000.00317,4585687,1e+20,1e+20,18000.00317,1495136
1818,neos-5125849-lopori.mps.gz,16,18000.00065,1221430,18000.00446,3644506,1e+20,1e+20,18000.00065,1221430
1819,neos-5125849-lopori.mps.gz,32,18000.00416,1241811,18000.001119999997,4484256,1e+20,1e+20,18000.001119999997,1241811
1825,neos-5138690-middle.mps.gz,2,18000.041080000003,15,18000.03558,14,1e+20,1e+20,18000.03558,14
1826,neos-5138690-middle.mps.gz,4,18000.03998,15,18000.02564,24,1e+20,1e+20,18000.02564,15
1827,neos-5138690-middle.mps.gz,8,18000.07997,4,18000.03584,29,1e+20,1e+20,18000.03584,4
1828,neos-5138690-middle.mps.gz,16,18000.47519,1,18000.03183,15,1e+20,1e+20,18000.03183,1
1829,neos-5138690-middle.mps.gz,32,18000.29585,1,18000.02286,33,1e+20,1e+20,18000.02286,1
1845,neos-5182409-nasivi.mps.gz,2,18000.00504,900179,18000.01571,2575967,7.324389008,11.79166667,18000.00504,900179
1846,neos-5182409-nasivi.mps.gz,4,18000.00504,922676,18000.014180000002,2453374,7.310561342000001,11.88111888,18000.00504,922676
1847,neos-5182409-nasivi.mps.gz,8,18000.00446,777174,18000.016040000002,3098470,7.460598103,11.44594595,18000.00446,777174
1848,neos-5182409-nasivi.mps.gz,16,18000.00507,803436,18000.01805,3448993,7.432432432000001,11.28,18000.00507,803436
1849,neos-5182409-nasivi.mps.gz,32,18000.00417,776694,18000.01575,2770959,7.460598103,11.7086039,18000.00417,776694
1870,neos-520729.mps.gz,2,18000.00692,518268,18000.009530000003,292914,0.00333935,0.00333935,18000.00692,292914
1871,neos-520729.mps.gz,4,18000.00903,515842,18000.00981,283027,0.00333935,0.00333935,18000.00903,283027
1872,neos-520729.mps.gz,8,18000.0121,424242,18000.009530000003,263877,0.00333935,0.00333935,18000.009530000003,263877
1873,neos-520729.mps.gz,16,18000.0047,434272,18000.02915,282602,0.00333935,0.00333935,18000.0047,282602
1874,neos-520729.mps.gz,32,18000.0042,458169,18000.01266,252345,0.00333935,0.00333935,18000.0042,252345
1875,neos-5223573-tarwin.mps.gz,2,18000.4047,1,18001.48743,1,1e+20,1e+20,18000.4047,1
1876,neos-5223573-tarwin.mps.gz,4,18000.52344,1,18001.33895,1,1e+20,1e+20,18000.52344,1
1877,neos-5223573-tarwin.mps.gz,8,18000.41765,1,18001.2476,1,1e+20,1e+20,18000.41765,1
1878,neos-5223573-tarwin.mps.gz,16,18000.49871,1,18001.38831,1,1e+20,1e+20,18000.49871,1
1879,neos-5223573-tarwin.mps.gz,32,18000.34633,1,18015.74596,1,1e+20,1e+20,18000.34633,1
1880,neos-5251015-ogosta.mps.gz,2,18000.090330000003,1,18000.32223,1,1e+20,1e+20,18000.090330000003,1
1881,neos-5251015-ogosta.mps.gz,4,18000.35197,1,18000.051730000003,1,1e+20,1e+20,18000.051730000003,1
1882,neos-5251015-ogosta.mps.gz,8,18000.11896,1,18000.1244,1,1e+20,1e+20,18000.11896,1
1883,neos-5251015-ogosta.mps.gz,16,18000.12795,1,18000.0755,1,1e+20,1e+20,18000.0755,1
1884,neos-5251015-ogosta.mps.gz,32,18000.09361,1,18000.108930000002,1,1e+20,1e+20,18000.09361,1
1890,neos-5261882-treska.mps.gz,2,18000.02505,2447142,18000.03315,2712240,0.337728785,0.455777555,18000.02505,2447142
1891,neos-5261882-treska.mps.gz,4,18000.02026,2256281,18000.03281,2732218,0.34183200700000005,0.454723915,18000.02026,2256281
1892,neos-5261882-treska.mps.gz,8,18000.02061,2404791,18000.030440000002,3009890,0.33852023200000003,0.44262371100000003,18000.02061,2404791
1893,neos-5261882-treska.mps.gz,16,18000.0266,2594217,18000.0303,3386897,0.334984719,0.429973461,18000.0266,2594217
1894,neos-5261882-treska.mps.gz,32,18000.02706,2342880,18000.037819999998,3271642,0.33986155700000004,0.433621569,18000.02706,2342880
1895,neos-5273874-yomtsa.mps.gz,2,18000.06885,1,18000.059569999998,1,1e+20,1e+20,18000.059569999998,1
1896,neos-5273874-yomtsa.mps.gz,4,18000.06007,1,18000.06672,1,1e+20,1e+20,18000.06007,1
1897,neos-5273874-yomtsa.mps.gz,8,18000.149840000002,1,18000.04163,1,1e+20,1e+20,18000.04163,1
1898,neos-5273874-yomtsa.mps.gz,16,18000.09609,1,18000.047919999997,1,1e+20,1e+20,18000.047919999997,1
1899,neos-5273874-yomtsa.mps.gz,32,18000.085769999998,1,18000.0937,1,1e+20,1e+20,18000.085769999998,1
1950,neos-619167.mps.gz,2,18000.00044,384,18000.00053,1655,1.615489085,0.302129002,18000.00044,384
1951,neos-619167.mps.gz,4,18000.000509999998,391,18000.00032,1651,1.615489085,0.302129002,18000.00032,391
1952,neos-619167.mps.gz,8,18000.00094,387,18000.00038,1646,1.615489085,0.302129002,18000.00038,387
1953,neos-619167.mps.gz,16,18000.00055,385,18000.0006,1642,1.615489085,0.302129002,18000.00055,385
1954,neos-619167.mps.gz,32,18000.000480000002,382,18000.00038,1575,1.615489085,0.302129002,18000.00038,382
1955,neos-631517.mps.gz,2,18000.03183,631417,18000.13657,3448592,0.200753221,0.620302961,18000.03183,631417
1956,neos-631517.mps.gz,4,18000.02619,625517,18000.13374,3344517,0.200824425,0.621360239,18000.02619,625517
1957,neos-631517.mps.gz,8,18000.03283,621761,18000.130419999998,3407606,0.200862168,0.62074399,18000.03283,621761
1958,neos-631517.mps.gz,16,18000.02692,646115,18000.13654,3338351,0.200498587,0.621434293,18000.02692,646115
1959,neos-631517.mps.gz,32,18000.02934,653469,18000.14733,3307270,0.200331072,0.621761772,18000.02934,653469
1960,neos-631710.mps.gz,2,18000.26987,246,18000.011140000002,79,0.116402116,0.099601594,18000.011140000002,79
1961,neos-631710.mps.gz,4,18000.021259999998,250,18000.167680000002,79,0.116402116,0.099601594,18000.021259999998,79
1962,neos-631710.mps.gz,8,18000.04273,236,18000.01565,138,0.116402116,0.099601594,18000.01565,138
1963,neos-631710.mps.gz,16,18000.05436,236,18000.009869999998,100,0.116402116,0.099601594,18000.009869999998,100
1964,neos-631710.mps.gz,32,18000.054669999998,236,18000.06006,64,0.116402116,0.099601594,18000.054669999998,64
1970,neos-662469.mps.gz,2,18000.00319,130082,18000.00158,175141,4.4200000000000004e-05,0.001177017,18000.00158,130082
1971,neos-662469.mps.gz,4,18000.00069,96183,18000.00091,166410,4.8e-05,0.001177186,18000.00069,96183
1972,neos-662469.mps.gz,8,18000.00123,113525,18000.00156,186429,4.5799999999999995e-05,0.00117685,18000.00123,113525
1973,neos-662469.mps.gz,16,18000.000790000002,109755,18000.00256,176342,4.6299999999999994e-05,0.001177004,18000.000790000002,109755
1974,neos-662469.mps.gz,32,18000.00075,103453,18000.01256,212338,4.71e-05,0.001176215,18000.00075,103453
1980,neos-691058.mps.gz,2,18000.00106,16825,18000.000640000002,50231,0.028633243,0.10408921199999999,18000.000640000002,16825
1981,neos-691058.mps.gz,4,18000.000930000002,16586,18000.00061,50293,0.028660347000000003,0.08507306199999999,18000.00061,16586
1982,neos-691058.mps.gz,8,18000.0008,17096,18000.000659999998,53302,0.028607802,0.08507306199999999,18000.000659999998,17096
1983,neos-691058.mps.gz,16,18000.00068,18259,18000.00055,52613,0.028447728999999998,0.08507306199999999,18000.00055,18259
1984,neos-691058.mps.gz,32,18000.00068,17717,18000.00076,52401,0.028557616,0.08507306199999999,18000.00068,17717
1985,neos-738098.mps.gz,2,18000.00515,1410,18000.0013,22027,1e+20,1e+20,18000.0013,1410
1986,neos-738098.mps.gz,4,18000.00114,1401,18000.001269999997,22210,1e+20,1e+20,18000.00114,1401
1987,neos-738098.mps.gz,8,18000.001819999998,1594,18000.00203,23602,1e+20,1e+20,18000.001819999998,1594
1988,neos-738098.mps.gz,16,18000.001,1787,18000.00261,22216,1e+20,1e+20,18000.001,1787
1989,neos-738098.mps.gz,32,18000.00106,2162,18000.0021,21884,1e+20,1e+20,18000.00106,2162
2035,neos-826650.mps.gz,2,18000.00199,119025,18000.00073,321885,0.071428571,0.035714286,18000.00073,119025
2036,neos-826650.mps.gz,4,18000.005409999998,118452,18000.00054,328347,0.071428571,0.035714286,18000.00054,118452
2037,neos-826650.mps.gz,8,18000.00125,120339,18000.00017,342735,0.071428571,0.035714286,18000.00017,120339
2038,neos-826650.mps.gz,16,18000.00107,129417,18000.0008,338949,0.071428571,0.035714286,18000.0008,129417
2039,neos-826650.mps.gz,32,18000.00089,125103,18000.00057,334534,0.071428571,0.035714286,18000.00057,125103
2075,neos-872648.mps.gz,2,18000.012280000003,213,18000.031759999998,318,0.158046836,9.574594845,18000.012280000003,213
2076,neos-872648.mps.gz,4,18000.00761,269,18000.17444,300,0.155564505,9.574594845,18000.00761,269
2077,neos-872648.mps.gz,8,18000.02848,330,18000.02999,340,0.155564505,9.568034231,18000.02848,330
2078,neos-872648.mps.gz,16,18000.22869,330,18000.039719999997,336,0.155564505,9.568034231,18000.039719999997,330
2079,neos-872648.mps.gz,32,18000.01157,329,18000.01562,303,0.155564505,9.574594845,18000.01157,303
2080,neos-873061.mps.gz,2,18000.001490000002,65172,18000.04627,598,0.000526776,0.179596404,18000.001490000002,598
2081,neos-873061.mps.gz,4,18000.00156,73961,18000.04275,598,0.000514065,0.179596404,18000.00156,598
2082,neos-873061.mps.gz,8,18000.002630000003,86243,18000.00888,468,0.000490955,0.18345552899999998,18000.002630000003,468
2083,neos-873061.mps.gz,16,18000.001819999998,64872,18000.00893,504,0.000527084,0.18251827699999998,18000.001819999998,504
2084,neos-873061.mps.gz,32,18000.001669999998,65681,18000.01928,409,0.000526038,0.18345552899999998,18000.001669999998,409
2085,neos-876808.mps.gz,2,18000.00533,309,18000.00633,1465,7.21889869,8.177047554,18000.00533,309
2086,neos-876808.mps.gz,4,18000.00371,409,18000.01696,1510,7.128562904,8.144367693,18000.00371,409
2087,neos-876808.mps.gz,8,18000.00433,425,18000.01502,1495,7.126286724,8.144857867,18000.00433,425
2088,neos-876808.mps.gz,16,18000.004869999997,462,18000.01485,1500,7.1245476729999995,8.144857867,18000.004869999997,462
2089,neos-876808.mps.gz,32,18000.004409999998,463,18000.01613,1445,7.1245476729999995,8.19538887,18000.004409999998,463
2125,neos-933562.mps.gz,2,18000.00395,65546,18000.0036,166051,53.0,59.0,18000.0036,65546
2126,neos-933562.mps.gz,4,18000.002,64965,18000.00385,168071,53.0,59.0,18000.002,64965
2127,neos-933562.mps.gz,8,18000.0014,64425,18000.00285,165699,53.0,59.0,18000.0014,64425
2128,neos-933562.mps.gz,16,18000.00186,73827,18000.00343,163305,47.0,62.0,18000.00186,73827
2129,neos-933562.mps.gz,32,18000.00168,69772,18000.00299,169216,47.0,59.0,18000.00168,69772
2140,neos-935234.mps.gz,2,18000.00288,237,18000.00169,3518,0.0037082820000000002,0.009492365,18000.00169,237
2141,neos-935234.mps.gz,4,18000.00077,264,18000.000809999998,3532,0.0037082820000000002,0.009492365,18000.00077,264
2142,neos-935234.mps.gz,8,18000.000790000002,514,18000.00104,3530,0.0028842190000000004,0.009492365,18000.000790000002,514
2143,neos-935234.mps.gz,16,18000.00098,299,18000.00116,3463,0.0037082820000000002,0.009492365,18000.00098,299
2144,neos-935234.mps.gz,32,18000.00084,258,18000.0013,3499,0.0037082820000000002,0.009492365,18000.00084,258
2155,neos-948346.mps.gz,2,18000.00253,3124,18000.00215,2535,0.01232937,0.012995595,18000.00215,2535
2156,neos-948346.mps.gz,4,18000.00245,3122,18000.001519999998,2538,0.01232937,0.012995595,18000.001519999998,2538
2157,neos-948346.mps.gz,8,18000.00177,3123,18000.00287,2537,0.01232937,0.012995595,18000.00177,2537
2158,neos-948346.mps.gz,16,18000.00295,3129,18000.00207,2534,0.01232937,0.012995595,18000.00207,2534
2159,neos-948346.mps.gz,32,18000.00169,3146,18000.01125,2549,0.01232937,0.012995595,18000.00169,2549
2195,neos-983171.mps.gz,2,18000.00332,6347,18000.00091,4714,0.045560500000000004,0.121475514,18000.00091,4714
2196,neos-983171.mps.gz,4,18000.00088,6424,18000.0022,6483,0.045560500000000004,0.103667585,18000.00088,6424
2197,neos-983171.mps.gz,8,18000.00266,6344,18000.00659,5329,0.045560500000000004,0.11596353599999999,18000.00266,5329
2198,neos-983171.mps.gz,16,18000.00241,6343,18000.00106,4563,0.045560500000000004,0.121475514,18000.00106,4563
2199,neos-983171.mps.gz,32,18000.002630000003,6340,18000.00187,4660,0.045560500000000004,0.121475514,18000.00187,4660
2235,ns1111636.mps.gz,2,18000.00677,1278,18000.02277,3748,0.113554994,0.68579492,18000.00677,1278
2236,ns1111636.mps.gz,4,18000.01481,1351,18000.00848,4161,0.113554994,0.672508555,18000.00848,1351
2237,ns1111636.mps.gz,8,18000.02566,1246,18000.0024,4987,0.113554994,0.672508555,18000.0024,1246
2238,ns1111636.mps.gz,16,18000.01266,1193,18000.00292,4956,0.113554994,0.672508555,18000.00292,1193
2239,ns1111636.mps.gz,32,18000.005390000002,1154,18000.03435,4247,0.113554994,0.672508555,18000.005390000002,1154
2240,ns1116954.mps.gz,2,18000.013469999998,26,18000.01209,1270,1e+20,1e+20,18000.01209,26
2241,ns1116954.mps.gz,4,18000.00924,26,18000.02991,1073,1e+20,1e+20,18000.00924,26
2242,ns1116954.mps.gz,8,18000.01296,26,18000.00569,1262,1e+20,1e+20,18000.00569,26
2243,ns1116954.mps.gz,16,18000.007869999998,26,18000.00635,1272,1e+20,1e+20,18000.00635,26
2244,ns1116954.mps.gz,32,18000.004109999998,27,18000.005090000002,1276,1e+20,1e+20,18000.004109999998,27
2250,ns1430538.mps.gz,2,18000.00591,397,18000.00307,457,0.29549195899999997,0.276119975,18000.00307,397
2251,ns1430538.mps.gz,4,18000.003109999998,429,18000.00414,498,0.29549195899999997,0.276119975,18000.003109999998,429
2252,ns1430538.mps.gz,8,18000.004530000002,555,18000.00341,486,0.29549195899999997,0.276119975,18000.00341,486
2253,ns1430538.mps.gz,16,18000.003780000003,459,18000.004240000002,465,0.29549195899999997,0.276119975,18000.003780000003,459
2254,ns1430538.mps.gz,32,18000.00666,391,18000.01122,464,0.29549195899999997,0.276119975,18000.00666,391
2270,ns1952667.mps.gz,2,18000.12813,193641,18000.00942,186240,1e+20,1e+20,18000.00942,186240
2271,ns1952667.mps.gz,4,18000.64654,216652,18000.43659,197766,1e+20,1e+20,18000.43659,197766
2272,ns1952667.mps.gz,8,18000.33683,240127,18000.074269999997,188361,1e+20,1e+20,18000.074269999997,188361
2273,ns1952667.mps.gz,16,18000.001369999998,206304,18001.27198,194702,1e+20,1e+20,18000.001369999998,194702
2274,ns1952667.mps.gz,32,18000.40146,207317,18002.09107,192170,1e+20,1e+20,18000.40146,192170
2310,nursesched-medium04.mps.gz,2,18000.008680000003,7219,18000.00329,50548,0.117270789,0.068669528,18000.00329,7219
2311,nursesched-medium04.mps.gz,4,18000.00515,6976,18000.00213,54448,0.117270789,0.068669528,18000.00213,6976
2312,nursesched-medium04.mps.gz,8,18000.00306,7897,18000.00238,55480,0.117270789,0.068669528,18000.00238,7897
2313,nursesched-medium04.mps.gz,16,18000.002930000002,7338,18000.003259999998,75323,0.117270789,0.068669528,18000.002930000002,7338
2314,nursesched-medium04.mps.gz,32,18000.0048,6672,18000.00276,86608,0.117270789,0.068669528,18000.00276,6672
2315,nursesched-medium-hint03.mps.gz,2,18000.002119999997,1137,18000.01333,128,2.867220225,59.89074273,18000.002119999997,128
2316,nursesched-medium-hint03.mps.gz,4,18000.00748,650,18000.01811,57,2.928025988,59.89074273,18000.00748,57
2317,nursesched-medium-hint03.mps.gz,8,18000.00613,976,18000.01356,198,2.88040049,59.17819149,18000.00613,198
2318,nursesched-medium-hint03.mps.gz,16,18000.00612,186,18000.00665,180,3.039311946,59.89074273,18000.00612,180
2319,nursesched-medium-hint03.mps.gz,32,18000.0056,248,18000.00198,375,3.039311946,59.15548352,18000.00198,248
2340,ofi.mps.gz,2,18000.50673,195,18000.52591,177,1e+20,1e+20,18000.50673,177
2341,ofi.mps.gz,4,18000.69375,184,18000.52549,172,1e+20,1e+20,18000.52549,172
2342,ofi.mps.gz,8,18000.14935,174,18000.57594,155,1e+20,1e+20,18000.14935,155
2343,ofi.mps.gz,16,18000.32284,227,18000.63636,160,1e+20,1e+20,18000.32284,160
2344,ofi.mps.gz,32,18000.42104,261,18000.56845,181,1e+20,1e+20,18000.42104,181
2345,opm2-z10-s4.mps.gz,2,18000.00089,753,18000.0078,877,0.25443199699999997,0.24335723199999998,18000.00089,753
2346,opm2-z10-s4.mps.gz,4,18000.647090000002,670,18000.006540000002,876,0.257608849,0.24335723199999998,18000.006540000002,670
2347,opm2-z10-s4.mps.gz,8,18000.33991,670,18000.00522,697,0.257608849,0.257608849,18000.00522,670
2348,opm2-z10-s4.mps.gz,16,18000.00395,1097,18000.00519,703,0.233617882,0.257608849,18000.00395,703
2349,opm2-z10-s4.mps.gz,32,18000.00606,1278,18000.00658,802,0.231541005,0.251761939,18000.00606,802
2350,opm2-z12-s8.mps.gz,2,18000.90661,294,18000.12929,316,0.671543275,0.646869504,18000.12929,294
2351,opm2-z12-s8.mps.gz,4,18000.01202,284,18000.03711,305,0.671543275,0.646869504,18000.01202,284
2352,opm2-z12-s8.mps.gz,8,18000.002819999998,285,18000.01023,286,0.671543275,0.671543275,18000.002819999998,285
2353,opm2-z12-s8.mps.gz,16,18000.03453,375,18000.9863,294,0.621638344,0.671543275,18000.03453,294
2354,opm2-z12-s8.mps.gz,32,18000.047730000002,395,18000.02849,321,0.575236281,0.622118776,18000.02849,321
2395,pb-fit2d.mps.gz,2,18000.02556,26935,18000.062719999998,21114,5.629999999999999e-05,0.000154367,18000.02556,21114
2396,pb-fit2d.mps.gz,4,18000.08705,27867,18000.03096,21501,5.629999999999999e-05,0.000154367,18000.03096,21501
2397,pb-fit2d.mps.gz,8,18000.00315,27549,18000.00484,23294,5.629999999999999e-05,0.000154366,18000.00315,23294
2398,pb-fit2d.mps.gz,16,18000.008009999998,27823,18000.0033,22911,5.629999999999999e-05,0.000154366,18000.0033,22911
2399,pb-fit2d.mps.gz,32,18000.00262,27297,18000.079830000002,23452,5.629999999999999e-05,0.000154366,18000.00262,23452
2405,physiciansched3-3.mps.gz,2,18000.00096,402,18000.00995,1,1e+20,1e+20,18000.00096,1
2406,physiciansched3-3.mps.gz,4,18000.001119999997,328,18000.00153,1023,1e+20,1e+20,18000.001119999997,328
2407,physiciansched3-3.mps.gz,8,18000.00119,306,18000.00173,938,1e+20,1e+20,18000.00119,306
2408,physiciansched3-3.mps.gz,16,18000.00238,366,18000.001330000003,956,1e+20,1e+20,18000.001330000003,366
2409,physiciansched3-3.mps.gz,32,18000.0034,398,18000.003269999997,41,1e+20,1e+20,18000.003269999997,41
2410,physiciansched3-4.mps.gz,2,18000.00085,422,18000.0007,518,0.041121529,1e+20,18000.0007,422
2411,physiciansched3-4.mps.gz,4,18000.001,490,18000.00305,516,0.041121529,1e+20,18000.001,490
2412,physiciansched3-4.mps.gz,8,18000.000669999998,592,18000.002630000003,507,0.040999763,1e+20,18000.000669999998,507
2413,physiciansched3-4.mps.gz,16,18000.00083,696,18000.00398,595,0.04099041,1e+20,18000.00083,595
2414,physiciansched3-4.mps.gz,32,18000.00103,744,18000.00116,999,0.04099041,1e+20,18000.00103,744
2415,physiciansched5-3.mps.gz,2,18000.00321,2017,18000.00061,4627,0.087062494,2.368920522,18000.00061,2017
2416,physiciansched5-3.mps.gz,4,18000.000640000002,2033,18000.000480000002,4468,0.087062494,2.376932224,18000.000480000002,2033
2417,physiciansched5-3.mps.gz,8,18000.00056,2138,18000.00058,4465,0.087062494,2.376932224,18000.00056,2138
2418,physiciansched5-3.mps.gz,16,18000.00087,2390,18000.002419999997,4444,0.087062494,2.376932224,18000.00087,2390
2419,physiciansched5-3.mps.gz,32,18000.00047,2606,18000.00405,4768,0.087062494,2.0130486359999997,18000.00047,2606
2420,physiciansched6-1.mps.gz,2,18000.00098,1606,18000.00077,1567,1e+20,1e+20,18000.00077,1567
2421,physiciansched6-1.mps.gz,4,18000.00057,1172,18000.001930000002,1450,1e+20,1e+20,18000.00057,1172
